Seat,Labour_Prob,Conservative_Prob,Reform_Prob,Restore_Prob,LibDem_Prob,Green_Prob,Oth_Prob,SNP_Prob,Plaid_Prob,PredictedWinner,WinnerProb
Solihull West and Shirley,0.0568,0.8531,0.0844,0.0,0.0054,0.0003,0.0,0.0,0.0,Conservative,0.8531
South Basildon and East Thurrock,0.1325,0.0894,0.7781,0.0,0.0,0.0,0.0,0.0,0.0,Reform,0.7781
South Cambridgeshire,0.0,0.36,0.0039,0.0,0.6361,0.0,0.0,0.0,0.0,LibDem,0.6361
South Cotswolds,0.0,0.4084,0.0399,0.0,0.5517,0.0,0.0,0.0,0.0,LibDem,0.5517
South Derbyshire,0.305,0.2498,0.4452,0.0,0.0,0.0,0.0,0.0,0.0,Reform,0.4452
South Devon,0.0,0.2181,0.1458,0.0,0.6361,0.0,0.0,0.0,0.0,LibDem,0.6361
South Dorset,0.1714,0.0968,0.7289,0.0,0.0029,0.0,0.0,0.0,0.0,Reform,0.7289
South East Cornwall,0.158,0.2694,0.5689,0.0,0.0037,0.0,0.0,0.0,0.0,Reform,0.5689
South Holland and The Deepings,0.0123,0.3575,0.6302,0.0,0.0,0.0,0.0,0.0,0.0,Reform,0.6302
South Leicestershire,0.0296,0.7185,0.251,0.0,0.0009,0.0,0.0,0.0,0.0,Conservative,0.7185
South Norfolk,0.2918,0.3677,0.3399,0.0,0.0,0.0006,0.0,0.0,0.0,Conservative,0.3677
South Northamptonshire,0.0829,0.7888,0.1283,0.0,0.0,0.0,0.0,0.0,0.0,Conservative,0.7888
South Ribble,0.3738,0.178,0.4482,0.0,0.0,0.0,0.0,0.0,0.0,Reform,0.4482
South Shields,0.3763,0.0,0.6104,0.0,0.0,0.0133,0.0,0.0,0.0,Reform,0.6104
South Shropshire,0.0002,0.4363,0.3844,0.0,0.1791,0.0,0.0,0.0,0.0,Conservative,0.4363
South Suffolk,0.0582,0.575,0.3663,0.0,0.0002,0.0003,0.0,0.0,0.0,Conservative,0.575
South West Devon,0.1088,0.3669,0.5243,0.0,0.0,0.0,0.0,0.0,0.0,Reform,0.5243
South West Hertfordshire,0.0141,0.8469,0.0617,0.0,0.0773,0.0,0.0,0.0,0.0,Conservative,0.8469
South West Norfolk,0.172,0.0813,0.7461,0.0,0.0,0.0,0.0006,0.0,0.0,Reform,0.7461
South West Wiltshire,0.0762,0.1207,0.8007,0.0,0.0024,0.0,0.0,0.0,0.0,Reform,0.8007
Southampton Itchen,0.5447,0.1516,0.3035,0.0,0.0,0.0002,0.0,0.0,0.0,Labour,0.5447
Southampton Test,0.7912,0.0431,0.1578,0.0,0.0,0.0079,0.0,0.0,0.0,Labour,0.7912
Southend East and Rochford,0.4014,0.1041,0.4943,0.0,0.0,0.0002,0.0,0.0,0.0,Reform,0.4943
Southend West and Leigh,0.2881,0.1837,0.528,0.0,0.0,0.0002,0.0,0.0,0.0,Reform,0.528
Southgate and Wood Green,0.9248,0.0432,0.0004,0.0,0.0001,0.0315,0.0,0.0,0.0,Labour,0.9248
Southport,0.3656,0.0314,0.6027,0.0,0.0003,0.0,0.0,0.0,0.0,Reform,0.6027
Spelthorne,0.1105,0.5632,0.3137,0.0,0.0125,0.0001,0.0,0.0,0.0,Conservative,0.5632
Spen Valley,0.4285,0.1255,0.446,0.0,0.0,0.0,0.0,0.0,0.0,Reform,0.446
St Albans,0.0,0.1139,0.0006,0.0,0.8846,0.0009,0.0,0.0,0.0,LibDem,0.8846
St Austell and Newquay,0.1997,0.0784,0.7219,0.0,0.0,0.0,0.0,0.0,0.0,Reform,0.7219
St Helens North,0.5039,0.0,0.4955,0.0,0.0,0.0006,0.0,0.0,0.0,Labour,0.5039
St Helens South and Whiston,0.4892,0.0,0.5105,0.0,0.0,0.0003,0.0,0.0,0.0,Reform,0.5105
St Ives,0.0,0.0436,0.193,0.0,0.7633,0.0001,0.0,0.0,0.0,LibDem,0.7633
St Neots and Mid Cambridgeshire,0.0008,0.2486,0.1712,0.0,0.5794,0.0,0.0,0.0,0.0,LibDem,0.5794
Stafford,0.379,0.2188,0.4022,0.0,0.0,0.0,0.0,0.0,0.0,Reform,0.4022
Staffordshire Moorlands,0.093,0.3088,0.5982,0.0,0.0,0.0,0.0,0.0,0.0,Reform,0.5982
Stalybridge and Hyde,0.4902,0.0071,0.5026,0.0,0.0,0.0001,0.0,0.0,0.0,Reform,0.5026
Stevenage,0.5033,0.171,0.3257,0.0,0.0,0.0,0.0,0.0,0.0,Labour,0.5033
Stirling and Strathallan,0.1317,0.0095,0.0094,0.0,0.0,0.0153,0.0,0.8341,0.0,SNP,0.8341
Stockport,0.7531,0.0003,0.2409,0.0,0.0001,0.0056,0.0,0.0,0.0,Labour,0.7531
Stockton North,0.4394,0.0067,0.5539,0.0,0.0,0.0,0.0,0.0,0.0,Reform,0.5539
Stockton West,0.1936,0.5819,0.2245,0.0,0.0,0.0,0.0,0.0,0.0,Conservative,0.5819
Stoke-on-Trent Central,0.4869,0.0037,0.5093,0.0,0.0,0.0001,0.0,0.0,0.0,Reform,0.5093
Stoke-on-Trent North,0.3417,0.0266,0.6317,0.0,0.0,0.0,0.0,0.0,0.0,Reform,0.6317
Stoke-on-Trent South,0.1955,0.2277,0.5768,0.0,0.0,0.0,0.0,0.0,0.0,Reform,0.5768
"Stone, Great Wyrley and Penkridge",0.2472,0.1879,0.5649,0.0,0.0,0.0,0.0,0.0,0.0,Reform,0.5649
Stourbridge,0.3107,0.2068,0.4825,0.0,0.0,0.0,0.0,0.0,0.0,Reform,0.4825
Stratford and Bow,0.8621,0.0,0.0,0.0,0.0,0.1035,0.0344,0.0,0.0,Labour,0.8621
Stratford-on-Avon,0.0,0.3663,0.0634,0.0,0.5703,0.0,0.0,0.0,0.0,LibDem,0.5703
Streatham and Croydon North,0.8664,0.0043,0.0,0.0,0.0007,0.1286,0.0,0.0,0.0,Labour,0.8664
Stretford and Urmston,0.8905,0.0135,0.0925,0.0,0.0,0.0033,0.0002,0.0,0.0,Labour,0.8905
Stroud,0.5628,0.0437,0.3927,0.0,0.0,0.0008,0.0,0.0,0.0,Labour,0.5628
Suffolk Coastal,0.1972,0.2545,0.547,0.0,0.0006,0.0007,0.0,0.0,0.0,Reform,0.547
Sunderland Central,0.4254,0.0069,0.5675,0.0,0.0,0.0002,0.0,0.0,0.0,Reform,0.5675
Surrey Heath,0.0,0.3856,0.0551,0.0,0.5593,0.0,0.0,0.0,0.0,LibDem,0.5593
Sussex Weald,0.0038,0.4939,0.4813,0.0,0.0207,0.0003,0.0,0.0,0.0,Conservative,0.4939
Sutton Coldfield,0.1484,0.7382,0.1134,0.0,0.0,0.0,0.0,0.0,0.0,Conservative,0.7382
Sutton and Cheam,0.0059,0.5698,0.0198,0.0,0.4044,0.0001,0.0,0.0,0.0,Conservative,0.5698
Swansea West,0.1182,0.0,0.2722,0.0,0.001,0.04,0.0,0.0,0.5686,Plaid,0.5686
Swindon North,0.3829,0.1986,0.4185,0.0,0.0,0.0,0.0,0.0,0.0,Reform,0.4185
Swindon South,0.6955,0.052,0.2525,0.0,0.0,0.0,0.0,0.0,0.0,Labour,0.6955
Tamworth,0.1406,0.228,0.6314,0.0,0.0,0.0,0.0,0.0,0.0,Reform,0.6314
Tatton,0.1937,0.7354,0.0709,0.0,0.0,0.0,0.0,0.0,0.0,Conservative,0.7354
Taunton and Wellington,0.0,0.0397,0.2695,0.0,0.6907,0.0001,0.0,0.0,0.0,LibDem,0.6907
Telford,0.4638,0.0171,0.5191,0.0,0.0,0.0,0.0,0.0,0.0,Reform,0.5191
Tewkesbury,0.0,0.0919,0.299,0.0,0.6089,0.0002,0.0,0.0,0.0,LibDem,0.6089
The Wrekin,0.1438,0.4908,0.3654,0.0,0.0,0.0,0.0,0.0,0.0,Conservative,0.4908
Thirsk and Malton,0.0269,0.5071,0.466,0.0,0.0,0.0,0.0,0.0,0.0,Conservative,0.5071
Thornbury and Yate,0.0,0.2355,0.321,0.0,0.4435,0.0,0.0,0.0,0.0,LibDem,0.4435
Thurrock,0.5574,0.0493,0.3933,0.0,0.0,0.0,0.0,0.0,0.0,Labour,0.5574
Tipton and Wednesbury,0.403,0.1711,0.4259,0.0,0.0,0.0,0.0,0.0,0.0,Reform,0.4259
Tiverton and Minehead,0.0,0.2088,0.376,0.0,0.4152,0.0,0.0,0.0,0.0,LibDem,0.4152
Tonbridge,0.0059,0.8434,0.1253,0.0,0.0,0.0254,0.0,0.0,0.0,Conservative,0.8434
Tooting,0.9468,0.0284,0.0003,0.0,0.0001,0.0244,0.0,0.0,0.0,Labour,0.9468
Torbay,0.0,0.0162,0.6318,0.0,0.352,0.0,0.0,0.0,0.0,Reform,0.6318
Torfaen,0.1381,0.0001,0.6373,0.0,0.0,0.0,0.0,0.0,0.2245,Reform,0.6373
Torridge and Tavistock,0.0159,0.1765,0.7539,0.0,0.0537,0.0,0.0,0.0,0.0,Reform,0.7539
Tottenham,0.8741,0.0,0.0,0.0,0.0,0.1259,0.0,0.0,0.0,Labour,0.8741
Truro and Falmouth,0.5337,0.0712,0.3942,0.0,0.0004,0.0005,0.0,0.0,0.0,Labour,0.5337
Tunbridge Wells,0.0,0.2641,0.0679,0.0,0.668,0.0,0.0,0.0,0.0,LibDem,0.668
Twickenham,0.0,0.0858,0.0005,0.0,0.9092,0.0045,0.0,0.0,0.0,LibDem,0.9092
Tynemouth,0.6585,0.0067,0.3347,0.0,0.0,0.0001,0.0,0.0,0.0,Labour,0.6585
Uxbridge and South Ruislip,0.278,0.7047,0.0139,0.0,0.0,0.0034,0.0,0.0,0.0,Conservative,0.7047
Vale of Glamorgan,0.1808,0.2214,0.339,0.0,0.0,0.0,0.0,0.0,0.2588,Reform,0.339
Vauxhall and Camberwell Green,0.8933,0.0001,0.0,0.0,0.0005,0.1061,0.0,0.0,0.0,Labour,0.8933
Wakefield and Rothwell,0.5361,0.0077,0.4561,0.0,0.0,0.0001,0.0,0.0,0.0,Labour,0.5361
Wallasey,0.6144,0.0,0.3853,0.0,0.0,0.0003,0.0,0.0,0.0,Labour,0.6144
Walsall and Bloxwich,0.6647,0.0812,0.1881,0.0,0.0,0.0001,0.0659,0.0,0.0,Labour,0.6647
Walthamstow,0.9015,0.0001,0.0,0.0,0.0,0.0984,0.0,0.0,0.0,Labour,0.9015
Warrington North,0.483,0.0133,0.5035,0.0,0.0,0.0002,0.0,0.0,0.0,Reform,0.5035
Warrington South,0.5775,0.066,0.3563,0.0,0.0,0.0002,0.0,0.0,0.0,Labour,0.5775
Warwick and Leamington,0.8021,0.118,0.0677,0.0,0.0,0.0122,0.0,0.0,0.0,Labour,0.8021
Washington and Gateshead South,0.3519,0.0006,0.6475,0.0,0.0,0.0,0.0,0.0,0.0,Reform,0.6475
Watford,0.4751,0.5093,0.006,0.0,0.0094,0.0002,0.0,0.0,0.0,Conservative,0.5093
Waveney Valley,0.0,0.0319,0.0748,0.0,0.0,0.8933,0.0,0.0,0.0,Green,0.8933
Weald of Kent,0.015,0.8949,0.0897,0.0,0.0,0.0004,0.0,0.0,0.0,Conservative,0.8949
Wellingborough and Rushden,0.3955,0.1305,0.4738,0.0,0.0,0.0002,0.0,0.0,0.0,Reform,0.4738
Wells and Mendip Hills,0.0,0.1513,0.0912,0.0,0.7575,0.0,0.0,0.0,0.0,LibDem,0.7575
Welwyn Hatfield,0.3863,0.5719,0.0418,0.0,0.0,0.0,0.0,0.0,0.0,Conservative,0.5719
West Aberdeenshire and Kincardine,0.0,0.5999,0.0077,0.0,0.0038,0.0,0.0,0.3886,0.0,Conservative,0.5999
West Bromwich,0.8437,0.0811,0.0748,0.0,0.0,0.0004,0.0,0.0,0.0,Labour,0.8437
West Dorset,0.0,0.0515,0.1586,0.0,0.7897,0.0002,0.0,0.0,0.0,LibDem,0.7897
West Dunbartonshire,0.3104,0.0,0.0172,0.0,0.0,0.0006,0.0,0.6718,0.0,SNP,0.6718
West Ham and Beckton,0.9162,0.001,0.0,0.0,0.0,0.0397,0.0431,0.0,0.0,Labour,0.9162
West Lancashire,0.5614,0.0244,0.4105,0.0,0.0,0.0037,0.0,0.0,0.0,Labour,0.5614
West Suffolk,0.076,0.4705,0.4535,0.0,0.0,0.0,0.0,0.0,0.0,Conservative,0.4705
West Worcestershire,0.0012,0.5769,0.3546,0.0,0.0663,0.001,0.0,0.0,0.0,Conservative,0.5769
Westmorland and Lonsdale,0.0,0.0567,0.1119,0.0,0.8313,0.0001,0.0,0.0,0.0,LibDem,0.8313
Weston-super-Mare,0.2849,0.0218,0.6932,0.0,0.0,0.0001,0.0,0.0,0.0,Reform,0.6932
Wetherby and Easingwold,0.0689,0.8683,0.0627,0.0,0.0,0.0001,0.0,0.0,0.0,Conservative,0.8683
Whitehaven and Workington,0.3669,0.0015,0.6316,0.0,0.0,0.0,0.0,0.0,0.0,Reform,0.6316
Widnes and Halewood,0.5984,0.0,0.4015,0.0,0.0,0.0001,0.0,0.0,0.0,Labour,0.5984
Wigan,0.4908,0.0001,0.5091,0.0,0.0,0.0,0.0,0.0,0.0,Reform,0.5091
Wimbledon,0.0127,0.364,0.0,0.0,0.6225,0.0008,0.0,0.0,0.0,LibDem,0.6225
Winchester,0.0,0.2246,0.013,0.0,0.762,0.0004,0.0,0.0,0.0,LibDem,0.762
Windsor,0.0649,0.8782,0.0124,0.0,0.0445,0.0,0.0,0.0,0.0,Conservative,0.8782
Wirral West,0.5566,0.0449,0.3983,0.0,0.0,0.0002,0.0,0.0,0.0,Labour,0.5566
Witham,0.0486,0.6984,0.253,0.0,0.0,0.0,0.0,0.0,0.0,Conservative,0.6984
Witney,0.0,0.3295,0.1244,0.0,0.5461,0.0,0.0,0.0,0.0,LibDem,0.5461
Woking,0.0,0.3015,0.0038,0.0,0.6947,0.0,0.0,0.0,0.0,LibDem,0.6947
Wokingham,0.0,0.3818,0.0068,0.0,0.6114,0.0,0.0,0.0,0.0,LibDem,0.6114
Wolverhampton North East,0.5008,0.0786,0.4206,0.0,0.0,0.0,0.0,0.0,0.0,Labour,0.5008
Wolverhampton South East,0.8183,0.021,0.16,0.0,0.0,0.0007,0.0,0.0,0.0,Labour,0.8183
Wolverhampton West,0.7619,0.2199,0.017,0.0,0.0,0.0012,0.0,0.0,0.0,Labour,0.7619
Worcester,0.4643,0.026,0.5071,0.0,0.0,0.0026,0.0,0.0,0.0,Reform,0.5071
Worsley and Eccles,0.6498,0.018,0.3312,0.0,0.0,0.001,0.0,0.0,0.0,Labour,0.6498
Worthing West,0.3671,0.1084,0.5245,0.0,0.0,0.0,0.0,0.0,0.0,Reform,0.5245
Wrexham,0.1513,0.0109,0.4675,0.0,0.0,0.0,0.0,0.0,0.3703,Reform,0.4675
Wycombe,0.6288,0.3536,0.0156,0.0,0.0001,0.0007,0.0012,0.0,0.0,Labour,0.6288
Wyre Forest,0.1181,0.131,0.7509,0.0,0.0,0.0,0.0,0.0,0.0,Reform,0.7509
Wythenshawe and Sale East,0.8034,0.0026,0.191,0.0,0.0,0.003,0.0,0.0,0.0,Labour,0.8034
Yeovil,0.0,0.021,0.2915,0.0,0.6874,0.0001,0.0,0.0,0.0,LibDem,0.6874
Ynys Môn,0.0013,0.0136,0.1111,0.0,0.0,0.0,0.0,0.0,0.874,Plaid,0.874
York Central,0.6847,0.0,0.1239,0.0,0.0,0.1914,0.0,0.0,0.0,Labour,0.6847
York Outer,0.5091,0.1825,0.3084,0.0,0.0,0.0,0.0,0.0,0.0,Labour,0.5091
