Seat,County,Region, ,Muslim,Left,Progressives,Average,Liberal,Blues,Reforms,Labour,Conservative,Reform,LibDem,Green,Oth,SNP,Plaid
Leicester South,Leicestershire,East Midlands,0,34.8285382,24.61258721256872,18.816935631674532,0.0,4.149640678466506,8.956086599999999,8.636211677290252,32.9,11.5,5.9,3.4,9.1,37.1,0,0
Leicester West,Leicestershire,East Midlands,0,10.4768451,16.180742334588448,22.63538806256102,16.571547066982504,8.590992842704843,7.508498900000001,18.035985693163187,44.6,19.8,16.0,6.2,11.6,1.8,0,0
Leigh and Atherton,Greater Manchester,North West,0,1.4716622000000001,8.61433927413058,8.201056008829154,33.68338071016102,18.40866420240693,1.0097209,28.61117670447232,48.5,15.7,26.9,3.9,4.0,0.9,0,0
Lewes,East Sussex,South East,0,0.6993007,7.310329296366716,7.772670661442488,34.85139284021281,23.546327141689286,5.4488848,20.37109456028869,6.7,26.8,11.9,50.6,3.5,0.4,0,0
Lewisham East,London (Lewisham),London,0,7.4808221999999995,10.10336086709496,43.56410038572254,9.12539440316354,17.11067794820802,4.3235773,8.292066895810937,58.2,10.8,8.5,6.1,13.7,2.7,0,0
Lewisham North,London (Lewisham),London,0,8.3139813,12.29352632018009,50.502228381021936,3.532363302578375,15.917163576733552,2.9371969,6.503540219486063,57.7,6.1,4.5,7.4,21.9,2.3,0,0
Lewisham West and East Dulwich,London (Lewisham; Southwark),London,0,5.260357,8.283410138248847,38.29603317983211,9.984587239026439,26.79981372953768,3.5201719000000002,7.855626813354921,59.0,7.5,4.8,7.7,19.4,1.6,0,0
Leyton and Wanstead,London (Redbridge; Waltham Forest),London,0,22.210755300000002,9.332339987290998,32.02556854896094,8.82778012675361,17.055011700779296,4.2496054999999995,6.298938836215154,47.5,11.1,5.7,6.4,15.5,13.8,0,0
Lichfield,Staffordshire,West Midlands,0,0.49272350000000004,7.239985299522234,6.607102096040195,27.248186118616957,28.604802300445034,6.3877383000000005,23.41946238537558,35.1,33.4,19.8,7.3,3.5,0.9,0,0
Lincoln,Lincolnshire,East Midlands,0,1.6818465,19.567621817585888,10.134110608235495,31.071475414207868,11.160192396399854,2.0797196000000002,24.3050336635709,43.8,23.0,18.0,6.1,6.5,2.6,0,0
Liverpool Garston,Merseyside,North West,0,1.8713338,9.683974119031074,7.857591713426565,32.33797169319682,22.77643845672169,1.5663521,23.90633811762385,58.4,7.0,10.5,7.7,6.7,9.7,0,0
Liverpool Riverside,Merseyside,North West,0,10.1064236,30.48360869291788,21.52631401933575,14.884006719842844,5.64854608549818,1.3937844999999998,15.957316382405354,61.9,3.6,10.1,4.8,16.2,3.5,0,0
Liverpool Walton,Merseyside,North West,0,1.4314748,11.285104668873739,8.277395028687193,38.49123486004967,9.972310641353317,0.5115215,30.030958501036075,70.6,3.5,15.7,2.6,6.5,1.2,0,0
Liverpool Wavertree,Merseyside,North West,0,8.2952942,23.244041579291512,18.776223708323343,19.07359692510292,14.098846513341327,1.4881503,15.02384677394091,58.0,4.7,8.7,6.9,17.0,4.7,0,0
Liverpool West Derby,Merseyside,North West,0,2.3937018,10.70381785017924,9.517303933966437,40.38389735635434,9.538362467497786,0.5560295000000001,26.9068870920022,66.6,4.1,12.8,3.4,7.0,6.1,0,0
Loughborough,Leicestershire,East Midlands,0,4.3117827,21.919807877945942,10.593463677517004,18.522458697063172,19.304900114335375,7.4463972,17.901189733138516,40.8,29.1,17.0,6.1,7.0,0.0,0,0
Louth and Horncastle,Lincolnshire,East Midlands,0,0.2867198,6.431919764526314,6.09569903372139,24.087539361400843,18.8789036239996,13.901837100000002,30.317381316351852,22.5,37.5,25.7,5.1,5.4,3.8,0,0
Lowestoft,Suffolk,Eastern,0,0.4198881,7.675969311569954,6.3787334098794,34.140254384530394,15.666234676898894,1.9718504000000001,33.74706971712136,34.6,29.8,24.7,3.6,7.4,0.0,0,0
Luton North,Bedfordshire,Eastern,0,32.545462400000005,11.79775918631443,19.419922795008677,10.069217562594275,12.64111153824436,3.7164701,9.810056417838254,37.9,18.5,12.0,4.9,5.0,21.7,0,0
Luton South and South Bedfordshire,Bedfordshire,Eastern,0,29.7314148,13.00244391901289,21.08384909271878,8.071170829790148,11.992695949125912,5.625853299999999,10.492572109352283,35.4,17.5,12.4,6.3,6.3,22.1,0,0
Macclesfield,Cheshire,North West,0,0.7104666,6.454022559199204,8.277688819059737,32.81409124891586,29.17611869168041,3.1678055,19.399806581144798,46.7,29.5,12.5,4.7,4.7,1.9,0,0
Maidenhead,Berkshire,South East,0,6.0986143,7.45624745624745,14.25222446388154,17.279899302741924,34.02759709922899,8.7922982,12.093119177900098,11.5,37.6,0.0,43.5,4.0,3.5,0,0
Maidstone and Malling,Kent,South East,0,2.3158108,8.548147161349053,11.912628276192741,31.965941250478267,20.201606818617375,5.3007035,19.755162193362565,26.9,30.5,20.1,13.7,8.0,0.8,0,0
Makerfield,Greater Manchester,North West,0,0.8336806999999999,8.836618681983778,5.289826788433419,35.40857398817751,18.4287390316376,0.4916896,30.710871209767692,45.2,10.9,31.8,6.8,4.4,0.9,0,0
Maldon,Essex,Eastern,0,0.5891414,7.67367780574809,5.7947866859455335,25.248254641858395,28.51147274764902,9.8331231,22.34954361879896,19.7,38.9,25.0,11.8,4.6,0.0,0,0
Manchester Central,Greater Manchester,North West,0,15.9851331,22.62746721390887,30.774404145867145,4.502282941988653,11.889854331636913,1.4681882,12.752670066598418,50.8,7.1,12.0,7.7,16.1,6.3,0,0
Manchester Rusholme,Greater Manchester,North West,0,33.708647,36.55769487213674,20.20082205117568,0.0,0.6179766289603525,2.9112079,6.003651547727222,51.9,5.8,4.5,0.0,23.5,14.4,0,0
Manchester Withington,Greater Manchester,North West,0,14.1397607,20.86393821184869,23.828438166569406,9.206910178110661,20.013194072741562,3.0499413,8.897817370729676,52.9,5.5,4.7,13.0,19.4,4.6,0,0
Mansfield,Nottinghamshire,East Midlands,0,1.0823436,7.894643553475826,7.062876817670668,33.037789911168446,15.091655381510053,2.7683479,33.062342836175006,39.1,30.6,22.8,1.9,3.2,2.4,0,0
Melksham and Devizes,Wiltshire,South West,0,0.5010998,6.9362516816723385,6.681520368671003,25.15006244008822,27.65721349994294,10.001492700000002,23.072359509625503,9.0,34.4,13.1,39.1,4.4,0.0,0,0
Melton and Syston,Leicestershire,East Midlands,0,0.9432463,8.108590819789233,7.933730503975485,20.019846959078308,24.453485681422066,13.993143400000001,24.547956335734906,26.4,38.1,19.5,5.5,8.0,2.5,0,0
Meriden and Solihull East,West Midlands,West Midlands,0,3.4516745,8.751278118609388,10.36064760966538,21.925033692990013,29.32115986510785,6.2718093,19.918396913627372,27.7,38.1,19.9,7.6,6.7,0.0,0,0
Mid Bedfordshire,Bedfordshire,Eastern,0,1.5488391000000001,8.277930336753844,9.281675931010994,14.886908845472476,33.31734769946989,15.840526,16.84677208729279,31.4,34.1,17.3,8.2,5.2,3.8,0,0
Mid Buckinghamshire,Buckinghamshire,South East,0,1.6237716999999998,7.357605761695664,8.965038287326376,10.988281693661634,34.973587407152785,21.6607902,14.430924950163527,17.0,37.3,12.8,26.5,5.5,0.9,0,0
Mid Cheshire,Cheshire,North West,0,0.559864,8.227864283705346,6.807863753207278,34.10614807978574,22.06804589937003,0.8840756000000001,27.34613838393161,44.5,23.0,19.2,5.9,4.7,2.7,0,0
Mid Derbyshire,Derbyshire,East Midlands,0,0.6023001,7.779823116635049,6.856580188565882,27.295674728818227,30.07761257717637,4.4270414,22.96096788880447,36.5,32.5,17.6,5.0,7.5,1.0,0,0
Mid Dorset and North Poole,Dorset,South West,0,0.4540104,7.437974747538564,6.055096999708261,28.987850247162328,28.22112242425673,6.206653800000001,22.637291381334116,9.2,40.6,0.0,43.3,4.8,2.1,0,0
Mid Leicestershire,Leicestershire,East Midlands,0,1.7729764,8.186866248189279,10.644196223795902,20.858991122105422,24.592674227201236,14.157099899999999,19.787195878708157,32.3,36.9,18.6,5.1,7.1,0.0,0,0
Mid Norfolk,Norfolk,Eastern,0,0.4377073,7.1369753579548885,6.654816632548847,26.108498543758884,21.1667924701825,10.5536831,27.941526595554887,29.9,36.5,20.5,6.8,6.2,0.0,0,0
Mid Sussex,West Sussex,South East,0,1.2205409,7.056154141817399,9.255658307942527,30.021999699783066,31.958730850169427,4.6275347,15.859381400287583,17.6,27.1,11.1,39.6,3.8,0.7,0,0
Middlesbrough and Thornaby East,North Yorkshire,North East,0,13.1051393,12.827129037830359,11.623727108445353,27.873769406870352,8.216118932257158,1.2133827000000001,25.140733514596782,47.2,17.9,20.5,3.0,4.4,6.9,0,0
Middlesbrough South and East Cleveland,North Yorkshire,North East,0,1.166553,8.357649020425173,5.735812235562351,30.24528282682826,18.179353091550123,5.759164800000001,30.556185025634104,43.3,42.7,0.0,5.3,3.8,4.8,0,0
Milton Keynes Central,Buckinghamshire,South East,0,8.0911165,9.535644592875913,27.175324531601472,14.02400848506062,20.442542596822737,7.2054179,13.525945393639253,42.3,27.1,13.1,10.3,6.8,0.4,0,0
Milton Keynes North,Buckinghamshire,South East,0,5.6504889,7.862751963187107,15.889845854304186,17.557187457955735,26.817393007583192,8.7864433,17.43588951696978,42.0,30.2,13.4,7.3,7.1,0.0,0,0
Mitcham and Morden,London (Merton),London,0,12.692910600000001,10.12369230144798,29.364147758097307,13.949427722300925,17.883106600617285,7.795454199999999,8.191260817536506,55.4,14.0,9.1,8.0,10.2,3.2,0,0
Morecambe and Lunesdale,Cumbria; Lancashire,North West,0,0.43129759999999995,8.959255924112131,7.172512821290883,24.590816675898196,22.16576131326402,10.2610932,26.419262465434763,40.8,28.7,16.3,9.9,4.3,0.0,0,0
New Forest East,Hampshire,South East,0,0.3040485,7.141799582744457,6.247811670872167,28.773433591468518,25.527910817049936,7.107353300000001,24.897642537864932,19.7,38.5,16.9,15.9,6.9,2.1,0,0
New Forest West,Hampshire,South East,0,0.3693857,6.198766926920232,6.719296091824887,30.301138100717225,27.42534631377585,6.8011566000000006,22.184910266761804,23.3,35.4,16.4,17.7,6.0,1.2,0,0
Newark,Nottinghamshire,East Midlands,0,0.6215437,7.750436398445847,7.634548372729072,25.877140189269483,24.506781270680293,9.7093241,23.900225968875304,32.5,39.2,15.5,5.7,4.4,2.7,0,0
Newbury,Berkshire,South East,0,1.1253789,7.7288565093443,10.694558367919521,23.38324139476788,27.91584497887243,8.697860200000001,20.454259649095874,7.5,35.3,10.9,40.1,5.5,0.6,0,0
Newcastle upon Tyne Central and West,Tyne and Wear,North East,0,14.6178792,21.226546681664672,13.877165412296172,19.68133068824983,10.361428564654908,1.4119195,18.823729953134418,45.6,10.2,18.9,4.7,7.8,12.7,0,0
Newcastle upon Tyne East and Wallsend,Tyne and Wear,North East,0,3.4096249000000003,18.46085047564831,11.547083664276354,27.503848549742486,13.938874336936156,0.9946834,24.145034673396697,50.1,8.3,19.8,7.0,12.4,2.3,0,0
Newcastle upon Tyne North,Tyne and Wear,North East,0,4.2059008,20.390261952180342,13.365098484683735,27.96456926247143,17.81768385449607,1.857005,14.399480646168428,50.3,13.7,12.2,12.2,10.4,1.2,0,0
Newcastle-under-Lyme,Staffordshire,West Midlands,0,2.1829925,14.636657092748381,7.400688351046225,24.750643927307436,20.286992879079325,4.3162485,26.42577674981863,40.4,27.6,22.4,5.0,4.7,0.0,0,0
Newton Abbot,Devon,South West,0,0.3288522,6.69977714103787,7.126586978290629,34.29289997180689,21.52718523580168,3.8807000000000005,26.143998473062926,14.8,27.0,17.7,31.7,4.3,4.5,0,0
Newton Aycliffe and Spennymoor,County Durham,North East,0,0.37771380000000004,9.419287717116859,6.060711471567512,23.47751705993487,17.511436345098964,10.3829565,32.7703771062818,46.2,20.6,24.0,3.7,4.3,1.3,0,0
Normanton and Hemsworth,West Yorkshire,Yorkshire and the Humber,0,0.6223301,8.30654249955513,5.5925954692176685,21.92768527588919,17.568332063780627,10.655168900000001,35.3273456915574,47.5,13.7,29.2,3.6,5.9,0.0,0,0
North Bedfordshire,Bedfordshire,Eastern,0,1.5458131,7.786174941344294,9.881582654513979,19.391373232402287,30.878537224482553,12.498368600000001,18.01815024725688,28.3,38.8,16.4,10.8,5.9,0.0,0,0
North Cornwall,Cornwall,South West,0,0.2430415,7.089456674187447,6.986413778665064,25.674266172929066,17.91411389992135,14.6511,27.44160797429707,5.7,27.2,16.2,47.8,2.6,0.5,0,0
North Cotswolds,Gloucestershire,South West,0,0.342284,6.951410859891452,8.405203735928835,21.730439528573868,30.432132607304762,13.123097000000001,19.01543226830109,17.1,34.7,12.9,28.0,6.4,0.9,0,0
North Devon,Devon,South West,0,0.43707090000000004,7.391504742498108,7.409048207013413,28.597673061045626,17.871601194459398,11.028765,27.264336894983447,6.3,29.3,15.8,42.4,4.6,1.6,0,0
North Dorset,Dorset,South West,0,0.290913,7.118696186961849,7.0140623897925956,24.79066472158216,24.540283360778364,12.8285996,23.41678074088503,8.8,36.6,15.9,33.5,4.2,1.0,0,0
North Durham,County Durham,North East,0,0.4969991,8.922905790597998,6.219059819789675,29.917619097158266,18.576889460074565,5.383179,30.4833477323795,39.8,15.6,25.7,10.1,5.7,3.0,0,0
North East Cambridgeshire,Cambridgeshire,Eastern,0,0.6656321,7.594801368561106,6.80412132351605,33.09406891492026,15.421727747481679,5.015248,31.404400545520918,20.4,41.5,23.1,6.9,5.1,2.9,0,0
North East Derbyshire,Derbyshire,East Midlands,0,0.3775381,7.235344794332062,4.678324775556029,30.41828633803064,22.406614408799623,6.244985400000001,28.638906183281645,38.4,34.5,17.2,4.7,5.0,0.2,0,0
North East Hampshire,Hampshire,South East,0,0.7201157,7.427174478693907,8.989793617322846,19.778055567258974,38.81931835171651,9.9535457,14.31199658500776,9.1,37.0,12.0,38.1,2.6,1.2,0,0
North East Hertfordshire,Hertfordshire,Eastern,0,0.8259799,7.46035747296145,10.066349182118104,22.416150481138743,31.219123497272523,9.130174199999999,18.881865266509195,35.0,31.3,16.1,10.4,7.2,0.0,0,0
North East Somerset and Hanham,Somerset; Gloucestershire,South West,0,0.49297179999999996,9.741065149287131,5.700318251696785,26.520434844857277,28.05267423902379,7.538430099999999,21.954105615135024,40.6,30.2,14.5,7.6,6.3,0.9,0,0
North Herefordshire,Herefordshire,West Midlands,0,0.2948484,6.381790796717561,7.7335822906793785,20.766945290968664,25.422374820574973,16.180776400000003,23.219682001059414,6.4,31.5,16.0,2.9,43.2,0.2,0,0
North Norfolk,Norfolk,Eastern,0,0.17132740000000002,5.792843183502919,6.3037354212060315,21.38350579147803,20.793412535550747,17.250382400000003,28.30479326826227,6.1,35.9,13.5,41.4,3.0,0.0,0,0
North Northumberland,Northumberland,North East,0,0.37882089999999996,6.196976220021771,7.274660378216222,24.88762011478964,20.139721930991346,14.0539,27.068300455981024,36.6,26.2,15.7,10.6,3.6,7.4,0,0
North Shropshire,Shropshire,West Midlands,0,0.4339082,7.714411761199004,6.80113028196673,22.342019677382808,21.924569561188946,13.8173762,26.966584318262512,6.9,22.0,15.5,52.9,2.5,0.3,0,0
North Somerset,Somerset,South West,0,0.48396849999999997,7.0557525226945,7.403135738527275,28.138349559845352,32.05012101848128,6.0014122,18.867260460451586,35.6,34.4,10.4,13.2,6.1,0.2,0,0
North Warwickshire and Bedworth,Warwickshire,West Midlands,0,0.7387953,8.357180778743167,8.910888928769955,23.129463592357496,21.53730605795624,7.8881564,29.43820894217314,36.0,30.6,26.1,3.0,4.3,0.0,0,0
North West Cambridgeshire,Cambridgeshire,Eastern,0,2.9128254,8.573745165284272,13.41928873607746,22.677126961138043,22.61772978425184,9.0073833,20.79190065324838,33.3,33.2,19.7,7.2,6.7,0.0,0,0
North West Essex,Essex,Eastern,0,0.9050552999999999,7.910033148139495,8.667495434585014,20.9421500029284,28.99045081864029,15.201866,17.382949295706805,30.8,35.6,14.1,11.1,5.2,3.1,0,0
North West Hampshire,Hampshire,South East,0,0.9573445999999999,7.715838791848624,9.413699909685358,29.587022345041532,23.957390694832835,7.598495300000001,20.77020835859166,28.5,35.0,15.2,15.0,5.4,0.9,0,0
North West Leicestershire,Leicestershire,East Midlands,0,0.41469970000000006,8.726409551340804,6.541164680988295,21.94750734832084,26.030718524680886,8.9133601,27.42614009466917,34.7,32.7,19.9,3.4,5.8,3.5,0,0
North West Norfolk,Norfolk,Eastern,0,0.5965082,7.0645352279455125,7.058871327253085,28.645223321149217,16.028988333287653,10.737764400000001,29.868109190364528,25.0,36.1,19.5,14.6,4.8,0.0,0,0
Northampton North,Northamptonshire,East Midlands,0,7.2435972,11.700580695486359,18.295537658600114,27.410447776667155,13.845507599603904,1.7767709999999999,19.727558069642463,43.5,22.0,16.8,5.4,6.1,6.2,0,0
Northampton South,Northamptonshire,East Midlands,0,3.6698827000000005,10.49193060203535,15.510515001413065,28.705204288234583,20.781059385841285,2.3458947,18.495513322475716,38.5,29.2,18.7,7.3,5.5,0.9,0,0
Norwich North,Norfolk,Eastern,0,1.7270077000000001,8.796346898871752,7.877072560085969,34.346556277323984,19.656002131426924,0.49933930000000004,27.09767513229137,45.4,21.7,18.0,4.5,9.6,0.8,0,0
Norwich South,Norfolk,Eastern,0,2.901319,20.934464011997818,15.50376638855614,25.195307223287855,14.273762225926212,2.7637891000000003,18.427592050231976,47.6,12.9,11.6,7.9,18.3,1.7,0,0
Nottingham East,Nottinghamshire,East Midlands,0,16.8635267,28.08349146110054,25.608420405972154,6.511600610620505,9.441587020341716,1.8152139999999999,11.676159801965078,53.6,10.8,9.8,4.8,11.9,9.1,0,0
Nottingham North and Kimberley,Nottinghamshire,East Midlands,0,7.6039578,11.23353612075324,17.69065291499564,24.845312845603033,13.928504899703574,1.3728777,23.325157718944524,47.1,19.4,20.1,3.8,9.6,0.0,0,0
Nottingham South,Nottinghamshire,East Midlands,0,10.1790384,34.39571981881429,18.321243058691177,11.246088887081385,8.339899321850735,3.1297983,14.388212213562406,47.4,16.1,15.0,6.3,8.9,6.4,0,0
Nuneaton,Warwickshire,West Midlands,0,3.5351708000000004,8.554647911400886,9.542972735651256,30.89663552644855,17.35272232104852,2.6314491999999996,27.486401505450782,36.9,28.5,22.0,3.3,7.0,2.3,0,0
Old Bexley and Sidcup,London (Bexley),London,0,3.2070432,9.57378664695736,12.773070712910584,27.65570951756949,25.786738415784217,5.4553369,15.548314606778348,30.2,37.6,21.8,4.0,5.5,0.9,0,0
Oldham East and Saddleworth,Greater Manchester,North West,0,20.8411981,10.65513984048977,9.55053181008838,20.98104813634278,16.72550656732841,0.8001217,20.44645384575065,35.2,17.1,19.3,8.5,3.7,16.3,0,0
"Oldham West, Chadderton and Royton",Greater Manchester,North West,0,32.1252589,12.73399584007396,9.698299561859503,14.707900910256512,11.731622227579756,0.8819572,18.120965360230283,34.3,10.5,17.8,3.3,4.8,29.3,0,0
Orpington,London (Bromley),London,0,2.5247127000000003,8.29841501184186,12.850226754364193,27.9615054102174,28.136125153552285,6.3642917,13.864723270024262,26.9,38.0,19.3,10.3,5.0,0.5,0,0
Ossett and Denby Dale,West Yorkshire,Yorkshire and the Humber,0,2.4264919,8.087918402528357,7.137253082107148,25.33645429012057,26.395551369566782,6.761770800000002,23.854560155677145,39.3,28.9,21.0,4.1,4.9,1.8,0,0
Oxford East,Oxfordshire,South East,0,10.5052105,18.89397098022125,22.028364684107746,20.113227082674896,13.370139331488879,3.0382100999999997,12.050877321507228,49.7,9.5,6.4,8.7,12.9,12.8,0,0
Oxford West and Abingdon,Oxfordshire,South East,0,2.9257597,21.22550988530367,14.730927139205962,17.817256117560163,26.210413375322577,7.044222899999999,10.045910882607627,13.0,18.5,9.1,50.9,7.0,1.5,0,0
Peckham,London (Southwark),London,0,11.3049592,14.547899086178951,56.28880707749619,0.0,9.141392987416815,1.8945173,6.822424348908045,58.8,5.9,4.6,7.0,19.6,4.1,0,0
Pendle and Clitheroe,Lancashire,North West,0,16.4336596,9.272225040870389,7.643350534451663,21.116695527305254,18.182936113060602,3.8997034000000004,23.451429784312094,34.5,32.6,17.5,4.4,3.0,8.1,0,0
Penistone and Stocksbridge,South Yorkshire,Yorkshire and the Humber,0,0.5830216,7.76314192878618,5.268397976024403,28.505710120549878,26.889731734338284,4.622166200000001,26.36783044030126,43.6,23.7,21.5,6.5,4.6,0.0,0,0
Penrith and Solway,Cumbria,North West,0,0.2838367,6.756641947738275,5.4306696059076325,20.708719852979982,21.747268354978512,16.4599,28.612963538395608,40.6,29.9,15.5,9.6,3.5,1.0,0,0
Peterborough,Cambridgeshire,Eastern,0,17.8287459,10.413384426171191,13.643557754241742,23.57172852136108,12.052978154691443,3.7535619000000002,18.736043343534543,32.0,31.8,12.8,4.2,6.1,13.1,0,0
Plymouth Moor View,Devon,South West,0,0.7176296000000001,10.11511511511511,5.678895421781435,38.85571995047833,12.348355341713324,0.33295959999999997,31.951324970911802,41.2,28.1,22.6,4.1,4.0,0.0,0,0
Plymouth Sutton and Devonport,Devon,South West,0,2.3717734,19.49914542617225,13.758181196263,29.082122086189315,12.229556010676445,0.5754833,22.48373858069899,49.4,16.3,17.7,5.8,7.6,3.2,0,0
"Pontefract, Castleford and Knottingley",West Yorkshire,Yorkshire and the Humber,0,0.5450400999999999,8.27301180650384,5.572824180632023,31.59791608246684,18.05143909304382,0.5830144,35.37675433735348,47.5,15.0,29.1,3.4,4.6,0.4,0,0
Poole,Dorset,South West,0,1.0134058,7.825870955722521,9.848098466095419,34.95308298908381,22.47279126447985,1.3199841,22.566766424618393,31.8,31.8,16.7,12.4,5.0,2.3,0,0
Poplar and Limehouse,London (Tower Hamlets),London,0,35.8619744,16.49422342693743,26.756136127842176,0.0,9.05971621849548,8.2657894,3.562160426724923,43.1,11.0,7.9,9.7,13.9,14.4,0,0
Portsmouth North,Hampshire,South East,0,2.6395158,10.26097491624324,9.832380476570414,34.30149094080744,16.90007872533789,1.0512686,25.01429054104101,34.8,33.0,20.4,7.3,4.5,0.0,0,0
Portsmouth South,Hampshire,South East,0,6.9815519,20.398114543684052,18.977732885789514,24.201424825194096,11.14581732679997,1.6523130000000001,16.64304551853236,48.4,14.5,14.6,12.6,8.0,1.9,0,0
Preston,Lancashire,North West,0,18.1504091,16.64276206494478,12.09063710267033,19.90008765568757,11.277905997050661,3.0211509,18.917047179646666,35.0,13.0,14.3,8.0,4.4,25.2,0,0
Putney,London (Wandsworth),London,0,10.6505686,10.36178167750858,32.918921868279774,7.610673680236914,24.24879747696219,7.5245441,6.684712597012543,49.0,23.4,6.3,12.1,7.4,1.7,0,0
Queen's Park and Maida Vale,London (Brent; Westminster),London,0,24.6763199,12.86603620214512,40.340966827355054,0.0,11.44346885550174,5.40338,5.269828214998089,52.5,13.3,5.5,8.9,13.6,6.2,0,0
Rawmarsh and Conisbrough,South Yorkshire,Yorkshire and the Humber,0,0.7553415,8.719099354432359,5.52129085,33.93987296030963,16.459852499999997,0.6591656,33.94537723525801,49.0,13.3,28.6,3.4,5.0,0.8,0,0
Rayleigh and Wickford,Essex,Eastern,0,0.6259002,8.189800954516405,5.655311367997161,33.51182178995404,27.661445444162503,2.2148104,22.14090984336989,24.6,37.0,25.3,8.5,4.6,0.0,0,0
Reading Central,Berkshire,South East,0,9.2448532,14.73884607117636,26.352236226698196,13.768193288642195,17.89586522637446,7.101345200000001,10.898660787108794,47.7,19.8,8.6,8.8,14.2,1.0,0,0
Reading West and Mid Berkshire,Berkshire,South East,0,3.1047879,8.487114222080795,11.777219337254648,23.178865372329483,25.478174562941373,10.512919,17.460919605393716,35.0,32.0,13.4,11.0,6.8,1.8,0,0
Redcar,North Yorkshire,North East,0,0.9594254,8.51074966305073,5.355788289019394,32.71767890631597,15.427487042674679,4.0193423,33.009528398939224,41.0,32.3,18.9,4.0,3.3,0.4,0,0
Redditch,Worcestershire,West Midlands,0,3.6990931999999996,8.2253606835873,7.172720566796772,29.84993329713282,22.388179524386803,2.8855604,25.77915232809629,34.9,33.1,20.1,5.1,5.0,1.8,0,0
Reigate,Surrey,South East,0,3.1069231,7.7534791252484885,11.8587070361326,30.522053989193125,28.21204752453922,5.334409900000001,13.212379324886554,29.4,35.4,13.6,12.7,8.8,0.0,0,0
Ribble Valley,Lancashire,North West,0,3.7206721,8.152298982832415,6.990213069508442,27.248410266274448,24.520927417258836,10.019980200000001,19.34749796412585,34.9,33.3,16.4,9.6,3.3,2.4,0,0
Richmond and Northallerton,North Yorkshire,Yorkshire and the Humber,0,0.2912507,8.49980913602239,10.957559922218055,21.96972523070167,21.82391845511428,13.583437700000001,22.8742988559436,22.4,47.5,14.7,8.9,4.2,2.2,0,0
Richmond Park,London (Kingston upon Thames; Richmond upon Thames),London,0,5.7021635,7.852417949043536,20.73146844554336,17.839268808143913,30.361832043565318,11.5789315,5.9339177537038665,9.8,22.1,6.3,55.4,5.3,1.1,0,0
Rochdale,Greater Manchester,North West,0,30.1899811,11.47229197225466,10.437368934359606,15.740644240341737,13.544474531886694,0.45781669999999997,18.1574225211573,32.8,10.8,17.1,7.1,3.1,29.2,0,0
Rochester and Strood,Kent,South East,0,2.1195241,9.261113097366223,14.02084856276558,25.566710525203263,19.791346723532225,7.238031500000001,22.002425491132712,36.2,29.3,23.4,4.4,5.7,1.0,0,0
Romford,London (Havering),London,0,7.523276399999999,9.315723556871236,18.62664943276264,28.23753626518122,17.113812188376652,4.6217025000000005,14.561299656808252,31.5,34.8,21.8,4.3,5.0,2.5,0,0
Romsey and Southampton North,Hampshire,South East,0,2.7390731,14.29327064354981,11.01986377505404,18.70507124345508,26.79606340120299,9.872518000000001,16.574139836738087,9.3,39.8,11.4,35.4,3.8,0.4,0,0
Rossendale and Darwen,Lancashire,North West,0,3.1319337000000003,8.70688400523941,7.245390876454972,31.214990808495514,21.639051607513274,2.3329882,25.72876080229683,40.9,28.3,21.7,2.8,5.2,1.1,0,0
Rother Valley,South Yorkshire,Yorkshire and the Humber,0,1.9449653,8.272031827830656,5.727420423259848,29.304821188226924,21.133988002461727,5.024916800000001,28.591856458220835,38.5,36.1,18.5,2.8,4.1,0.0,0,0
Rotherham,South Yorkshire,Yorkshire and the Humber,0,10.2664092,9.942537170209619,8.244053977184183,29.98687670623883,12.296600152427388,1.2598664,28.003656393939977,45.1,9.5,23.5,4.9,7.1,9.8,0,0
Rugby,Warwickshire,West Midlands,0,1.8691673999999998,8.0863157199035,12.041710524470648,25.612382685089628,24.36424949297642,6.2681322,21.758041977559802,39.9,30.8,16.8,6.6,5.2,0.7,0,0
"Ruislip, Northwood and Pinner",London (Harrow; Hillingdon),London,0,9.2846987,8.021095619276675,17.73244484466754,6.287617038257082,27.752884306159324,24.1650379,6.75622159163937,29.3,45.4,9.9,9.2,6.2,0.0,0,0
Runcorn and Helsby,Cheshire,North West,0,0.6055726,8.859176986142714,6.126512457924961,28.10140649717455,22.934887566946788,5.346957000000001,28.02548689181098,52.9,16.0,18.1,5.1,6.4,1.4,0,0
Runnymede and Weybridge,Surrey,South East,0,2.4003845,9.803079708042741,12.768202402504082,24.486133601652284,28.481113112871533,8.281530499999999,13.779556174929352,20.6,38.2,13.3,22.4,4.0,1.4,0,0
Rushcliffe,Nottinghamshire,East Midlands,0,2.5508524,8.957885537473109,10.275573340656415,18.73496639741093,32.504102485255174,12.382078600000002,14.59454123920437,43.8,30.9,11.0,5.4,7.6,1.3,0,0
Rutland and Stamford,Leicestershire and Rutland; Lincolnshire,East Midlands,0,0.9688030999999999,7.28627400603763,9.553069895588017,20.19396395599142,28.451900051882543,13.7106197,19.835369290500385,22.3,43.7,14.4,12.9,5.8,0.8,0,0
Salford,Greater Manchester,North West,0,6.2140334,19.29931683834192,26.392345523005986,17.716300249957953,9.932991988585988,3.7902785000000003,16.654733500108154,53.2,9.0,15.2,6.9,13.1,2.6,0,0
