Seat,County,Region,KMeans_label,GMM_label,Agglomerative_label,DBSCAN_outlier,Segment_1,Segment_2,Segment_3,Segment_4,Segment_5,Segment_6,Segment_7,Segment_8,Segment_9,Segment_10,Segment_11,Segment_12
Stoke-on-Trent Central,Staffordshire,West Midlands,10,4,8,False,1.2914725591165788e-05,0.002306441157633054,0.021029807518770656,99.7300857495246,1.6724304672091868e-05,1.0129802902682447e-11,1.6617981680461312e-10,0.03370128783759601,0.00041087967596816025,0.21243619507891168,1.6343320056921187e-24,0.0
Stoke-on-Trent North,Staffordshire,West Midlands,9,4,9,False,2.282218731928056e-07,0.00013217917287564786,6.816061285174495e-05,98.27236431356546,2.6479933712988066e-07,8.251729150234214e-06,7.464553426714241e-10,0.017128625151685263,5.171160051944366e-06,1.7102928048402264,6.260129897427148e-16,0.0
Stoke-on-Trent South,Staffordshire,West Midlands,9,10,1,False,1.384790264733625e-07,0.00018339577334630506,3.419749210561469e-05,24.923536216777027,2.444400312344798e-07,23.33608894601281,4.4915976074559187e-11,4.5637160104571626e-07,6.434451180201351e-07,51.74015575973284,1.431136292636642e-09,0.0
"Stone, Great Wyrley and Penkridge",Staffordshire,West Midlands,1,6,1,False,1.7652432719714807e-06,0.011498120536618825,0.10750676710726535,2.1733214220403786e-11,0.01139828840833273,99.8678972255789,9.049741765006866e-13,1.6132605864596307e-07,2.609881553240172e-08,0.001697636299629812,9.378383158000837e-09,0.0
Stourbridge,West Midlands,West Midlands,9,4,1,False,2.3328729783909702e-08,5.940388123191992e-06,2.7764655790624987e-05,89.3622219183809,1.7547480872838013e-08,0.12443893428038559,9.53495415753351e-11,8.54032475350349e-08,4.715224090677389e-07,10.513304844170364,2.2728404029550298e-10,0.0
Stratford and Bow,London (Newham; Tower Hamlets),London,5,2,2,True,6.585268788550289e-11,90.91216926985086,2.021205520524152e-21,5.956963028449593e-77,9.087830730071019,1.3035900731364414e-106,4.58481484897137e-43,2.2015780466171156e-47,1.241408191444549e-11,6.296221703357903e-26,3.648774305177808e-109,0.0
Stratford-on-Avon,Warwickshire,West Midlands,7,11,5,False,4.4465355938753636e-13,1.237468677090717e-07,7.443689973218073e-07,1.6561526932193547e-24,8.927874924889744e-06,1.1526364113266753e-08,2.0388168431572158e-05,2.3034227425465507e-16,4.831067246667041e-12,9.778856987855558e-08,99.9999697065206,0.0
Streatham and Croydon North,London (Croydon; Lambeth),London,4,9,2,False,1.3238921924045088e-05,7.887305589201115e-08,1.548451659229261e-05,7.911627366609035e-22,0.00011317641849282548,4.492879708539633e-41,2.4028083357980018e-14,4.460584784883368e-17,99.99965941149809,0.00019860977178961118,4.224150488342152e-43,0.0
Stretford and Urmston,Greater Manchester,North West,10,10,8,False,5.4364963015944354e-06,0.17934049728411267,2.0166255673694655,1.2627994793339164e-08,0.0002880512266143048,2.1510192196088693e-14,5.279953576458996e-08,4.317473699165178e-05,0.03418736996699561,97.76950983749194,3.937121163136709e-18,0.0
Stroud,Gloucestershire,South West,1,6,1,False,1.4049494669807556e-07,0.0008997703149170225,11.295983428661922,2.36830594435147e-05,0.0009328008251450481,86.28389176493573,2.814252808677508e-10,1.441115013411756,1.2376784874019987e-06,0.977152160326138,1.0177497921446915e-11,0.0
Suffolk Coastal,Suffolk,Eastern,1,6,1,False,1.1421340968074467e-09,6.90973612576553e-08,0.00010695085019774897,4.296646583698993e-05,9.258781561969351e-08,99.99949736467752,7.466232560624653e-13,1.837961374041396e-06,5.467347517481289e-10,0.00035069827960557484,1.8390676649952972e-08,0.0
Sunderland Central,Tyne and Wear,North East,8,8,9,False,3.0936879903615723e-10,6.633136317785964e-06,0.00012829129772155368,8.062890637546978e-10,2.069604427088802e-07,4.695224598570285e-16,1.237428419596903e-09,99.99986013355777,2.347133990767058e-09,4.7303474850576495e-06,1.5325892438260175e-29,0.0
Surrey Heath,Surrey,South East,7,7,5,False,1.4850361021731196e-08,3.235024346070231e-06,5.8202388256752956e-05,1.3508812872047815e-14,6.228174825216144e-05,2.20165870651444e-11,99.64510826312227,3.243833758060056e-13,1.351993654025389e-07,0.0011573080440976308,0.3536105596005855,0.0
Sussex Weald,East Sussex,South East,1,6,1,False,3.1829701224026134e-09,1.5708536352049918e-05,5.6835353615165883e-05,0.0008981017279665994,1.0856490572902329e-06,99.44973719910026,1.8956146028943005e-08,3.3476396954208395e-09,7.511596859178741e-09,0.5380927387437774,0.011198297890694616,0.0
Sutton Coldfield,West Midlands,West Midlands,6,10,3,False,4.14303255423376e-06,6.941410344543986e-06,2.5240177253527278e-05,1.106803549316896e-06,7.143469170687583e-06,8.400246068401734e-05,1.0158233444171971e-09,7.226654683103432e-15,1.9312176395748486e-05,99.9998521090194,4.347720800614895e-10,0.0
Sutton and Cheam,London (Sutton),London,6,7,5,False,0.0006661045519243896,7.752201472463746e-06,4.812055448309208e-07,9.781959621059107e-13,0.0003284735539876374,1.0657197684426784e-25,98.83628237988276,7.693268409835358e-16,0.0008211261715114866,1.1618936824319104,3.999943207002708e-21,0.0
Swindon North,Wiltshire,South West,9,4,1,False,3.6534808975516636e-08,5.659114166103993e-07,2.1382537280419387e-05,99.23003485789339,1.3784620531730162e-08,0.0025231257800285042,1.0226024358391215e-09,1.0049153388591565e-07,3.2617542714434316e-07,0.7674195897765795,9.231970494580825e-11,0.0
Swindon South,Wiltshire,South West,6,10,3,False,0.009923072071808058,0.0003303766641731546,0.0009392330571925286,0.046121577570235286,4.075219513110183e-05,2.1713679246847149e-10,6.998269950768172e-08,6.194706777736784e-07,0.0016257248529194285,99.9410185739179,1.2376475745921504e-15,0.0
Tamworth,Staffordshire,West Midlands,9,4,1,False,1.0850060018357421e-08,2.0888932297723106e-07,2.167353933601314e-06,98.4787758462525,4.411210284240431e-08,0.15796660612465288,1.5302363502262515e-12,1.151808960827812e-08,7.089768369977905e-09,1.363255097805319,2.67378221506255e-12,0.0
Tatton,Cheshire,North West,1,6,1,False,3.897250334598503e-08,8.739640668394995e-07,0.00032256791989301707,0.0001429233896779896,5.537449009818356e-06,65.99103832197719,2.4824313143802687e-09,1.4325542458889928e-08,3.020301846777124e-06,34.00848560625559,1.0929622592231686e-06,0.0
Taunton and Wellington,Somerset,South West,7,11,5,False,2.2206755202969382e-10,2.965307589787052e-06,0.0009963139129064587,1.9688179997847024e-14,0.0001812857391481263,6.314220219894421e-12,22.24095286220531,1.878545523073066e-09,1.5917767053115476e-09,3.2044644222780723e-07,77.75786624868975,0.0
Telford,Shropshire,West Midlands,9,4,1,False,2.860018549733435e-07,3.26884307930004e-07,4.656297313873164e-05,99.14425365555462,3.545981674154887e-07,5.434125618527173e-07,2.0255433797080473e-11,1.3762808962585316e-08,2.246556348012943e-06,0.855696010235763,3.5158666209802786e-18,0.0
Tewkesbury,Gloucestershire,South West,7,11,5,False,3.6588658864194825e-14,1.434485148896054e-08,5.30214254329158e-07,1.7346030019590637e-20,3.844483181044524e-08,1.62950365182151e-10,0.0005792447692554556,1.6163215340328572e-14,4.806921697793218e-13,3.759872680990256e-07,99.99941979607607,0.0
The Wrekin,Shropshire,West Midlands,9,6,1,False,2.994247978328003e-08,1.5764872942150904e-06,0.0001782428445633665,4.742000382595348,3.03040707904596e-08,94.67336728067501,5.997625865469545e-11,5.708874788747055e-07,5.806540786096857e-08,0.5844513783620753,4.497763164291238e-07,0.0
Thirsk and Malton,North Yorkshire,Yorkshire and the Humber,1,6,1,False,4.055958403382464e-10,1.790373647343496e-08,4.4186510889083716e-07,1.6276051460671743e-11,2.3326339400231903e-07,99.99999889391056,1.7656737084619018e-17,4.091085342274055e-10,1.3214812322354194e-11,4.1057902377292314e-07,1.6339521979653497e-09,0.0
Thornbury and Yate,Gloucestershire,South West,7,11,5,False,1.662293882006132e-12,5.769302512183204e-07,0.00012724914359455995,2.9699311750723806e-11,1.3078644236776416e-07,4.151139104363451e-06,0.04056872230535201,4.315774010587287e-12,1.0418220316825716e-10,0.00038406453534075115,99.95891510502013,0.0
Thurrock,Essex,Eastern,9,10,3,False,0.03354001147074147,2.5751405709323238e-05,1.0330520677169555e-08,0.008517931251278369,0.006067557191111598,4.9073452104506926e-14,4.466954701186355e-12,6.4567578037810995e-18,0.17429626633355721,99.77755247201256,1.3560511982972671e-19,0.0
Tipton and Wednesbury,West Midlands,West Midlands,10,1,8,False,99.9817980386145,0.0007241744587134941,2.128800017138012e-08,1.1080460484354525e-12,0.004293158496640069,3.329443335280356e-27,5.6241717041914954e-15,5.5565689605861255e-11,0.00535022708029219,0.00783438000513772,1.9888875999207866e-35,0.0
Tiverton and Minehead,Devon; Somerset,South West,7,11,5,False,3.782403060075122e-14,1.6636851853207095e-09,1.9711942933512974e-06,3.750929669197883e-24,4.981667693894923e-07,3.618020163866212e-06,5.084059284304765e-10,3.3332721946090726e-14,3.6486012517400504e-14,2.084269996895077e-10,99.99999391023808,0.0
Tonbridge,Kent,South East,1,6,1,False,2.98140959786185e-06,0.00018332040760390676,0.0008096816990123708,0.008939061351679942,0.00021058387604890077,97.80364574544049,1.4833812683466407e-11,8.402261896014955e-08,1.233904588560689e-06,2.186207264323664,4.355002872533737e-08,0.0
Tooting,London (Wandsworth),London,2,9,2,False,0.001901794656219827,6.096901522644133e-05,0.005503039567393426,2.5749392221962725e-18,0.04735432218256975,8.300049872887031e-37,2.7076836887271695e-13,1.600294528133121e-10,99.94517974655253,1.2786574404363042e-07,1.2074192247648216e-48,0.0
Torbay,Devon,South West,7,11,5,False,3.434067765829252e-07,0.00036861927003295557,2.085207920428637,1.923007395786791e-09,0.2056270209421722,7.98930780871033e-05,0.07963186900037898,0.007728819270153124,3.9028320621130484e-08,3.99899756247243e-06,97.62135147465504,0.0
Torridge and Tavistock,Devon,South West,1,6,1,False,8.477251290109372e-10,1.0293149400893465e-06,0.0007379784739098569,1.1923104201265393e-08,1.6626671543323866e-06,99.4613155397106,5.30191601012768e-10,3.86017040669529e-08,1.39183103542339e-10,0.00017062703628416273,0.537773110755276,0.0
Tottenham,London (Hackney; Haringey),London,4,9,2,False,3.2316057662453795e-07,9.321195107469236e-10,7.154637031910996e-08,1.0605720308254912e-54,0.06722763875175986,1.9345249735240592e-79,1.4581687396142598e-28,2.8304619196560375e-34,99.93277196560902,1.8380515319254075e-17,1.217385528387016e-78,0.0
Truro and Falmouth,Cornwall,South West,1,3,1,False,1.6910006460225444e-06,0.0007382641054385031,96.42762523613175,0.003249722541876943,0.00014749477794661638,3.4347747636319736,7.834672546566072e-08,0.044891458319676295,1.1512771254792256e-05,0.08855977836752112,5.233834037132522e-12,0.0
Tunbridge Wells,Kent,South East,7,11,5,False,2.2817157556332273e-12,9.890368706230092e-09,1.5525075967692122e-06,8.497464675838073e-15,7.97825914331892e-08,6.014863881322797e-11,1.0966023689994386,1.4119776208553237e-14,2.9208929547301893e-09,2.504194457000226e-05,98.90337094389213,0.0
Twickenham,London (Richmond upon Thames),London,7,7,5,False,5.802233607282925e-12,7.567978245950509e-11,1.67797702302254e-08,4.193243215377468e-26,1.920794147037333e-05,3.0493503264777335e-31,99.99998072088381,7.56589201788451e-20,5.4203895718158773e-08,1.0970814433528906e-10,9.341766482521404e-17,0.0
Tynemouth,Tyne and Wear,North East,1,3,1,False,6.489455803076234e-08,0.001588689859643363,48.79766901105389,0.00942445747920395,4.6293209399600224e-05,0.4610939563644837,5.099470118994004e-07,38.98126417386024,5.953986588945105e-05,11.74885330346552,3.910241959021012e-15,0.0
Uxbridge and South Ruislip,London (Hillingdon),London,6,10,3,False,1.0511178761166295,0.001603099760523696,1.5258430137115013e-05,2.836398770860318e-15,0.002990889316256299,7.356711160892399e-27,1.34812823842734e-10,6.396123538827381e-18,0.004153069600187733,98.9401198066416,3.1883514082647713e-29,0.0
Vauxhall and Camberwell Green,London (Lambeth; Southwark),London,4,9,2,False,1.6065437619876692e-06,5.761182536930143e-10,4.953584466596899e-09,4.2791925145708907e-48,0.0006645192077813284,9.335246641754937e-82,4.663474157549212e-28,6.267877080979024e-28,99.99933386871867,1.0825377507419466e-15,1.6969131426649937e-112,0.0
Wakefield and Rothwell,West Yorkshire,Yorkshire and the Humber,9,4,3,False,1.4284616629098574e-06,0.0021854725704118227,0.015626388519719717,99.48226542289012,3.0766436668581165e-06,2.3260184756996906e-07,3.9665609464490666e-07,0.20970013755641953,0.0017583756435079344,0.2884590684566419,6.805751993810536e-17,0.0
Wallasey,Merseyside,North West,8,8,9,False,9.596699604513743e-10,4.07479635528349e-05,0.22390424761261984,1.6846908873466283e-09,6.380238372987868e-07,2.976704268517499e-10,3.633609574141419e-11,99.77532817644021,3.0688773957893486e-07,0.0007258800937866782,4.628446942508742e-28,0.0
Walsall and Bloxwich,West Midlands,West Midlands,10,2,8,False,0.17619978335407477,99.45962912381331,8.193334500658823e-06,1.0252229513668867e-14,0.008104073811221645,9.913693675612361e-32,1.2758991132739144e-14,1.2235135712335869e-20,0.004126001554988121,0.351932824131809,8.568010741551213e-43,0.0
Walthamstow,London (Waltham Forest),London,4,9,2,False,3.73339816729477e-05,0.018570873033887283,0.025602769111382376,3.0371860494646534e-24,0.06866542878618488,5.527687615316456e-54,3.596761011870841e-15,2.5843790876456774e-16,99.8868449240553,0.0002786710315923619,3.1911644751313023e-55,0.0
Warrington North,Cheshire,North West,8,8,9,False,6.789902745578534e-08,0.0005298910989415713,0.00985786653177226,0.05143548571776731,6.975485447112885e-06,0.0030090911950557955,4.5020136454265886e-08,95.7270652402331,1.3566911736531898e-05,4.208081769906831,1.7830330303864837e-14,0.0
Warrington South,Cheshire,North West,6,10,1,False,3.1835756598149504e-08,0.0006196159382725112,0.7079857932271987,0.009745437835517822,3.545311115216031e-05,0.12456881901790899,2.1557040799932264e-05,1.6359566473541483,4.7424073370780336e-05,97.52101920863433,1.1931504914073133e-08,0.0
Warwick and Leamington,Warwickshire,West Midlands,6,10,3,False,0.0405622108511217,0.0009184815005212566,0.76432338745733,7.037295602705347e-14,0.005552575974882601,8.552438371887506e-15,3.487170103023938e-08,3.5473080978191175e-07,0.0032936616415347093,99.18534929297219,1.467017213878117e-22,0.0
Washington and Gateshead South,Tyne and Wear,North East,8,8,9,False,1.8533590225004318e-10,9.02061130539421e-08,3.9360492613929436e-07,1.1058823692943958e-11,2.8217123566568222e-08,2.550359655647607e-17,1.6038816930819145e-13,99.99999947385128,8.632175909638352e-10,1.3060765580657288e-08,1.904080292726127e-34,0.0
Watford,Hertfordshire,Eastern,6,10,3,False,0.047695584617574026,0.0037545649849414975,4.294181789600085e-05,6.205162963996996e-10,0.00028524035992070514,1.5126641468677602e-28,0.0025675040137073824,3.8744737376841286e-15,0.6303752553342483,99.31527890825134,1.73835847907266e-26,0.0
Waveney Valley,Norfolk; Suffolk,Eastern,1,5,1,True,1.3475724486197292e-24,2.0511080064817184e-17,2.6902895503367355e-26,3.61436905419411e-96,100.0,9.213273904285863e-65,9.40436063266201e-63,9.983692168617084e-46,1.057860036933814e-29,1.5690639996827813e-59,1.0393350278228484e-89,0.0
Weald of Kent,Kent,South East,1,6,1,False,4.130654541649019e-09,3.607872526678603e-07,1.0187894886575262e-07,9.588308370275936e-08,9.755618646465527e-07,99.99565178413576,6.206575652605071e-17,9.003444503131255e-13,9.462820546919785e-10,0.004346676296901462,3.782876480217295e-10,0.0
Wellingborough and Rushden,Northamptonshire,East Midlands,9,4,1,False,3.7183172419936135e-07,1.0027217988477611e-07,1.7205182898573075e-07,99.6447817811561,3.701558436765373e-08,3.5188371033506297e-05,2.8895480180915087e-13,1.5603592493748191e-09,1.5625815986104302e-07,0.35518219148278973,2.487920713380839e-15,0.0
Wells and Mendip Hills,Somerset; Somerset,South West,7,11,5,False,1.1674458984812874e-15,2.3684861938468714e-09,3.217765832769644e-08,3.371771389361715e-25,2.042092080478911e-08,1.9887954943206418e-10,9.889514204060004e-07,4.385098427487034e-19,1.1036868029666699e-14,1.8565136188115425e-09,99.99999895402603,0.0
Welwyn Hatfield,Hertfordshire,Eastern,6,10,3,False,3.8655225786857433e-05,4.546141147082574e-06,0.0015715916079033186,1.5422138896184774,2.2859623742302713e-06,5.814187975226962e-08,1.0802351672553146e-07,7.726971091838593e-08,0.013872744743877684,98.44229604326517,1.0248833947160779e-13,0.0
West Bromwich,West Midlands,West Midlands,10,1,8,False,99.99993675384476,1.3618636065741603e-07,6.667817410570037e-22,8.98505305262506e-53,6.310995098528075e-05,8.232231334881165e-69,2.1918376883310414e-29,4.1864109634612296e-38,2.833300256346812e-12,1.4883367530559742e-11,1.0688873802090374e-85,0.0
West Dorset,Dorset,South West,7,11,5,False,2.90297440328859e-13,9.776173456474028e-07,1.4179320166739385e-06,3.679347212376094e-40,0.006517729446722629,2.8263658855903422e-15,1.360710158993255e-06,7.022373738234956e-20,2.441931190656281e-13,5.407501462000219e-15,99.99347851429313,0.0
West Ham and Beckton,London (Newham),London,5,2,2,False,4.31650046423063e-05,87.56684555325954,1.6460396528217996e-16,2.339968963109362e-58,10.868349717749588,8.346872311664954e-82,2.073897476175221e-35,2.4731928462417746e-28,1.5647615639864225,3.426993451998167e-16,1.807970324747316e-86,0.0
West Lancashire,Lancashire,North West,8,8,9,False,2.065772815434903e-09,0.0005896412187772365,8.587355427537648,1.897347556565314e-08,5.82032245955365e-05,0.00464362514169827,5.042184823349564e-10,91.30092429954722,1.6390442800294868e-07,0.10642861788209626,5.105183550179673e-18,0.0
West Suffolk,Suffolk,Eastern,9,6,1,False,3.91045725023572e-06,9.90080646078686e-06,1.615126674814772e-05,7.763388154012313,1.166171789278087e-05,91.88343117852142,9.715706739954457e-12,2.5465710851366436e-07,1.7857078526808495e-06,0.35313699987291564,2.9703175114989526e-09,0.0
West Worcestershire,Worcestershire,West Midlands,1,6,1,False,2.3890373604910646e-10,1.3282517042905569e-06,0.0005759089229212507,1.1313815119480601e-12,2.6503253850182285e-06,93.75910806145046,1.382935082093787e-09,1.9946089148946476e-09,3.359488661638193e-09,0.001453590384124648,6.238858453688191,0.0
Westmorland and Lonsdale,Cumbria,North West,7,11,5,False,2.351115886693703e-17,2.3739526530641276e-11,5.813650414935293e-10,7.694160836711651e-43,1.0890002765126949e-06,1.4120390709179984e-19,2.669158105915524e-07,2.26815992389711e-22,8.428446668476239e-17,6.6307538200120055e-16,99.9999986434787,0.0
Weston-super-Mare,Somerset,South West,9,4,1,False,1.026255209435367e-09,6.675947085741776e-08,8.238088247465235e-05,99.9842040468195,3.2729400621428626e-09,0.011029703375410713,3.112440771943665e-11,1.050802033936391e-05,3.197270849749984e-09,0.004673286615120936,7.71053947118004e-15,0.0
Wetherby and Easingwold,North Yorkshire; West Yorkshire,Yorkshire and the Humber,1,6,1,False,2.5335676985657177e-10,1.9236029498483843e-08,1.311461091569896e-06,1.249787481141851e-10,3.2324388021637575e-07,99.99930238957374,1.4410706199389284e-17,5.489037184612324e-12,1.1783329166938752e-10,0.0006959557942096534,1.8933905280634172e-10,0.0
Whitehaven and Workington,Cumbria,North West,9,8,1,False,2.695717438394544e-05,0.0028771383936699677,0.0010385871593507142,1.005466787720394e-06,0.0005291595456656461,2.2807091862772625e-05,4.245410293283706e-15,99.99500544022062,0.000419343784857551,7.95611629172193e-05,1.5812710175061465e-24,0.0
Widnes and Halewood,Cheshire; Merseyside,North West,8,8,9,False,5.84136667613322e-12,2.1980084431135246e-06,0.00043568036544402175,2.892051982803855e-19,2.209668880893079e-06,1.8690381488817558e-15,6.461425245262253e-14,99.99955949667229,1.3595550078307988e-09,4.139194708004553e-07,2.7485115308121683e-30,0.0
Wigan,Greater Manchester,North West,8,8,9,False,6.262204315695529e-10,8.935043908461983e-06,4.024126369971406e-06,1.9535259630633287e-12,1.1775920511854458e-06,3.959028276403701e-14,1.2501064539925843e-13,99.99998568143407,1.7208697460412725e-07,9.088300473282594e-09,6.453859662878631e-27,0.0
Wimbledon,London (Kingston upon Thames; Merton),London,2,7,5,False,5.799160680472187e-07,1.9324361112640232e-09,2.279056300270425e-08,1.4824605241371065e-20,0.0005417797607468962,1.9714174524769342e-34,99.9984930516676,3.0432051886793233e-18,0.0009361814927983392,2.838243982660439e-05,1.9489431193029145e-23,0.0
Winchester,Hampshire,South East,7,7,5,False,8.077434376778323e-12,2.3152067219445063e-07,0.0007190957630864989,2.4470671904721725e-20,4.7118413592067175e-05,5.423384013002346e-13,84.16081096910321,5.066635855336028e-15,4.39022419429759e-10,3.100865986992351e-07,15.838422274665115,0.0
Windsor,Berkshire; Surrey,South East,6,10,3,False,0.07272320104154104,0.0016050323324568441,0.007985190115606602,4.379597002005568e-09,0.0022360893190903164,7.265374489096929e-13,0.020734303861347843,1.9087029541876286e-13,0.009214621197685133,99.88550155772222,2.954701937191794e-11,0.0
Wirral West,Merseyside,North West,1,8,1,False,3.7324077431892755e-08,0.0003317576415599994,1.6606105002058076,4.4557886551727237e-10,0.005139655016562776,0.07060050483046833,8.55831479977073e-12,98.26313435021599,5.397254802406975e-06,0.00017779705648537,1.5202999056728545e-15,0.0
Witham,Essex,Eastern,1,6,1,False,1.0990704250383827e-08,1.027837887287912e-06,5.131450759190109e-07,0.02341557930484587,9.35909702874148e-08,99.89753323384367,8.880284686521098e-15,2.7011975047410407e-10,1.4167126677887347e-09,0.079049538378225,1.2217696928394626e-09,0.0
Witney,Oxfordshire,South East,7,11,5,False,2.9646642759050423e-14,6.699034361420355e-10,2.6403676956793814e-07,4.731091701853035e-17,2.495503338435539e-09,4.134196500048595e-09,0.00031491832596317065,4.10292769820218e-14,2.8005040815577635e-12,1.993853181448898e-07,99.99968461094946,0.0
Woking,Surrey,South East,7,7,5,False,8.536523275966346e-13,2.479932550609188e-06,1.253486271016476e-08,2.1521234057020348e-23,9.250780776004077e-05,2.9362559464217886e-24,99.99990484119061,2.5419179232437127e-19,4.353519626916499e-11,1.5840959150056918e-07,8.009964097024068e-11,0.0
Wokingham,Berkshire,South East,7,7,5,False,9.723047578258436e-12,2.901440004366456e-08,3.749964724478282e-07,2.1975255892760047e-21,9.731550004454376e-07,6.760231271525742e-17,99.99979522826163,2.2773203500801714e-20,1.5932863621053263e-09,0.0001262203812153263,7.717258841834359e-05,0.0
Wolverhampton North East,West Midlands,West Midlands,10,1,8,False,99.93529312528608,0.0002663873488736528,8.858310588882977e-10,4.941024919938161e-19,0.06126423473077888,9.624253426016589e-32,1.862686767807381e-15,1.1470087229149483e-16,0.0003202311196251232,0.00285602062884066,1.0726679439629124e-41,0.0
Wolverhampton South East,West Midlands,West Midlands,10,1,8,False,99.99988334885313,3.76572082912484e-08,6.177559541260194e-20,4.3837406963478345e-42,0.00011660953798440897,8.96424308993518e-59,2.8976343321910192e-27,2.1999913145694292e-27,3.804351957978561e-09,1.4736568219700005e-10,7.11836413414385e-71,0.0
Wolverhampton West,West Midlands,West Midlands,10,1,8,False,99.99917808953404,2.071438885412518e-06,1.8075142752606913e-21,5.78011237491917e-59,0.0008198390202303805,2.6426247023304833e-69,1.3207914806124498e-30,2.557920000103205e-40,6.322017525633004e-12,4.654049482630607e-13,3.947377668998493e-88,0.0
Worcester,Worcestershire,West Midlands,3,4,1,False,5.030276634522278e-07,0.0006991116363596852,1.0442975544194835,91.43453567652658,3.6317503813670444e-06,0.00890888803159549,1.2547553005731331e-07,0.09778508305255651,0.00013684344349617142,7.413632582636211,6.627421993019814e-14,0.0
Worsley and Eccles,Greater Manchester,North West,8,8,8,False,8.625106382257614e-07,0.0023939994924497172,0.04259930713895724,0.08196072857825615,2.3505096131163674e-05,8.862057864343471e-08,3.093974231876044e-07,60.39232641546638,0.001248097653805628,39.47944668604528,4.436990231863215e-19,0.0
Worthing West,West Sussex,South East,1,4,1,False,3.953215834178448e-07,4.608788455348448e-06,0.0011162618153892179,96.43629630649778,8.587496163439917e-07,3.5080196273789985,2.8924668289817318e-11,0.00030872844544841104,1.5549259009792064e-06,0.05425165804749908,3.823314353141122e-13,0.0
Wycombe,Buckinghamshire,South East,6,2,3,False,1.8067823488082444e-05,99.93821706632701,5.35686345359764e-12,1.3847501769670698e-27,0.05939549005224565,1.1320474736073304e-27,4.1518119824686604e-17,5.828640882716908e-25,0.00010332310233514555,0.0022660526895135606,5.921065252797327e-40,0.0
Wyre Forest,Worcestershire,West Midlands,9,6,1,False,4.338730598502224e-09,7.859362835609251e-07,4.664969129398523e-07,0.4562413688772104,1.2993493683374387e-08,99.52197777269456,4.6695346749560186e-15,1.1218679112153661e-07,8.589749223417332e-10,0.021779475606017677,1.1062104227189381e-11,0.0
Wythenshawe and Sale East,Greater Manchester,North West,10,10,8,False,0.0008084338341692717,0.01802862059782115,0.5724392273095864,0.00411373770498991,0.00037757506258462694,4.188571440005297e-18,4.466606568639214e-06,22.88986895256787,24.652650805267577,51.861708181048996,4.5668571015280764e-27,0.0
Yeovil,Somerset,South West,7,11,5,False,5.587096286343989e-14,9.455047424812018e-10,6.822553343055257e-07,3.381158850363204e-20,1.2428212293416002e-07,3.28925105880204e-10,1.5512961918221498e-05,5.819418381860533e-13,5.951163526407165e-14,3.470987227709131e-10,99.9999836788784,0.0
York Central,North Yorkshire,Yorkshire and the Humber,3,3,7,False,9.190570555718583e-08,6.966225888419895e-07,99.999683432466,6.202579655880316e-29,0.00031543312099772594,1.7062012448116217e-39,7.519262082176062e-17,1.2845964396815994e-14,3.4531025867270255e-07,5.746110604651247e-10,7.129900636375959e-77,0.0
York Outer,North Yorkshire,Yorkshire and the Humber,1,6,1,False,1.4264105334352165e-09,1.1719082249893177e-06,0.12135393850030236,6.358497887514477e-05,3.3758361447719305e-06,99.82610553833558,1.09476870653502e-09,6.1156824043934306e-06,1.6301599199912666e-07,0.0524661038080839,5.413220812463165e-09,0.0
