Seat,County,Region,KMeans_label,GMM_label,Agglomerative_label,DBSCAN_outlier,Segment_1,Segment_2,Segment_3,Segment_4,Segment_5,Segment_6,Segment_7,Segment_8,Segment_9,Segment_10,Segment_11,Segment_12
Gedling,Nottinghamshire,East Midlands,9,10,1,False,1.078416194308495e-07,0.00010705291680514934,0.3044624593979953,9.788742779235227,9.95242214757217e-07,0.14748953963000883,2.745512768675032e-07,0.050778355584388646,2.3930363783185538e-05,89.7083945052126,2.402902441226187e-11,0.0
Gillingham and Rainham,Kent,South East,9,4,1,False,2.2022585731460944e-08,5.517495186297317e-08,2.3323178784700113e-06,99.97594853926391,5.458196825874522e-09,1.558904674309213e-05,9.882548287074166e-12,1.7647626651196668e-09,1.5372975904099776e-07,0.024033301211029826,3.6206882854904035e-13,0.0
Glastonbury and Somerton,Somerset,South West,7,11,5,False,1.6454188297664765e-14,4.367642366216709e-10,3.0285961928360367e-07,1.689468089316583e-23,4.768449048541891e-08,3.118679734156708e-07,5.9786524902116296e-09,1.6286204190901467e-16,1.3727649961900487e-13,2.7777032070720137e-10,99.99999933089452,0.0
Gloucester,Gloucestershire,South West,9,4,3,False,1.395278409578595e-07,1.4963837397747802e-05,0.003957253257050976,99.82522046136982,6.471170735317579e-08,0.00047477329920591287,2.857707309136404e-08,0.00012560681791096064,1.4344799936014515e-05,0.17019236345797786,3.4400749537074973e-10,0.0
Godalming and Ash,Surrey,South East,7,11,5,False,1.9341922257514633e-11,1.2512217490623883e-07,1.1200765673573251e-05,7.56171571368683e-15,5.808550342082532e-07,2.741897764636757e-09,18.95934002072483,2.4300785810052846e-13,1.1931240725737356e-08,0.0005772753637273972,81.04007078247584,0.0
Goole and Pocklington,East Riding of Yorkshire,Yorkshire and the Humber,1,6,1,False,2.99029462440064e-10,3.251453097846091e-08,1.2550693615256464e-06,0.004317111382090298,4.0963255042470136e-09,99.99170517613905,3.679384501219726e-14,1.8787721498775807e-08,5.947701558575642e-11,0.0039763951196029185,6.53275012154819e-09,0.0
Gorton and Denton,Greater Manchester,North West,10,2,8,False,8.561277633682302e-08,99.988432611142,7.567521667363297e-06,3.6194146607146326e-23,0.002677036389417517,2.5410393914062025e-41,1.0442117852851077e-14,5.540725638915493e-13,0.008111363685281958,0.0007713356482130782,8.631765213213288e-44,0.0
Gosport,Hampshire,South East,1,6,1,False,8.641866325272652e-09,5.786178522668534e-06,0.015406547598182805,6.345693336163408,1.8693549921433938e-06,93.63873322819924,8.83213958543374e-11,1.0072068425005963e-05,1.344159919204617e-10,0.00014914898020450422,2.5925168853405194e-09,0.0
Grantham and Bourne,Lincolnshire,East Midlands,1,6,1,False,2.793990274214619e-09,4.935124979339104e-07,6.818325434920955e-08,0.0013014315443764554,2.1934065824599214e-08,99.99834715267862,1.0352812904966926e-16,6.743243212864069e-10,7.75019155745572e-11,0.00035082859932175593,2.0110717606998725e-12,0.0
Gravesham,Kent,South East,9,10,3,False,4.445209924943534,0.0003166284085736402,1.5327068739309364e-07,2.8997065643751614e-10,0.0028945565094634505,1.86704522687162e-15,1.423587820933614e-12,2.4475624139598674e-16,0.0002047171905586195,95.5513740193859,2.5437096133516233e-23,0.0
Great Grimsby and Cleethorpes,Lincolnshire,Yorkshire and the Humber,9,4,9,False,7.038812428235152e-06,4.1936716848089846e-05,0.0069758958579155175,99.72320282597592,0.00019766986396804588,1.8957228922612574e-08,5.917763723710542e-11,0.2585017863849834,1.3708841987857788e-06,0.011071456487247779,3.406766745949928e-26,0.0
Great Yarmouth,Norfolk,Eastern,9,4,1,False,3.0302831632992525e-06,3.180025680554392e-06,1.3069137551526514e-05,99.98199306939975,0.0002683206519929883,0.015037153785747112,1.729593063026176e-16,1.4977565255235657e-06,4.3026961725171074e-09,0.002680674656784643,1.682291889015272e-21,0.0
Greenwich and Woolwich,London (Greenwich),London,4,9,2,False,0.00043571780799475955,1.584844565073558e-07,2.989326194731931e-08,4.49181188248137e-27,0.0005333072043879747,2.8777144188879895e-59,1.1735302210987707e-17,1.3697435443850345e-18,99.99903064650171,1.401082331569416e-07,7.461174594879037e-71,0.0
Guildford,Surrey,South East,7,7,5,False,1.767042399757658e-10,4.553075892037342e-09,0.005808302307407977,1.1139418262886016e-19,0.00022050255254362083,3.621515083878803e-18,99.99396914122248,6.307195797130006e-12,3.668395935684769e-08,5.707456181885384e-07,1.4417520494802439e-06,0.0
Hackney North and Stoke Newington,London (Hackney),London,4,5,2,False,4.85142362157388e-20,1.7540090186265776e-11,5.2148890552875765e-27,4.2895522242691405e-98,99.99999999998153,2.5914012013230684e-123,1.0336648720714251e-50,6.1584788756998736e-61,1.0385424087032738e-12,7.192400413938153e-50,1.1830197912608039e-131,0.0
Hackney South and Shoreditch,London (Hackney),London,4,9,2,False,9.428125915367031e-06,5.735044903095021e-10,3.4206753071515005e-07,7.326615854130245e-46,0.0010652118233277184,9.054205908784093e-85,3.897905984799339e-28,1.4054169893837376e-30,99.99892501740979,2.2859437703140872e-14,1.3356059446137285e-109,0.0
Halesowen,West Midlands,West Midlands,9,10,1,False,8.198572034043345e-06,0.0024648655246520632,0.000902062370921016,0.6563117501605101,9.436409661695582e-05,5.680975621695643e-05,1.2644578046425592e-08,1.9044328531677608e-08,7.987084727721575e-05,99.34008204692104,6.171486357057428e-11,0.0
Halifax,West Yorkshire,Yorkshire and the Humber,10,2,8,False,1.7985378241303295e-07,99.81178938042677,0.0010098572695756063,6.784310085548866e-10,0.001029621183540515,1.9260957000960788e-15,4.990249778848493e-09,1.8387675445093715e-05,7.84679529800162e-05,0.18607409996904584,3.1896755436628812e-21,0.0
Hamble Valley,Hampshire,South East,7,11,5,False,4.95054168826733e-10,6.473412468094912e-06,0.005288103016093303,0.00020603016778494694,7.754888574819719e-07,0.0841059526222006,0.05518756751642826,7.142806559651256e-09,3.302274895065958e-08,4.3402493629278265,95.51495569418758,0.0
Hammersmith and Chiswick,London (Hammersmith and Fulham; Hounslow),London,2,9,2,False,0.014815575413061846,1.2199208843594136e-05,8.052074533580271e-06,3.4512405743367145e-21,1.4680602646240504,3.154260853868523e-45,1.3319502138854976e-12,3.8582128063193545e-17,98.51694486501395,0.00015904366407667566,1.4313447650725706e-52,0.0
Hampstead and Highgate,London (Camden; Haringey),London,2,5,4,False,1.1365673605671888e-07,4.617897187817522e-11,3.8283321583498633e-22,3.013538372012332e-60,99.99999988532338,1.0132991430950844e-90,8.238514426441484e-31,2.4082023432197962e-39,9.737134454048645e-10,3.4910746847484846e-26,4.651029588884872e-104,0.0
"Harborough, Oadby and Wigston",Leicestershire,East Midlands,6,10,3,False,1.7294533517288502,0.04575407646531518,0.02354016510197505,5.4872972027466615e-14,0.04844825446164296,3.236133932180214e-10,8.469275711085391e-09,2.0451213573864786e-12,2.9949793880641822e-05,98.1527741936534,3.338956950990459e-16,0.0
Harlow,Essex,Eastern,9,4,1,False,4.704135135037776e-06,3.823076148968908e-06,6.87602521508733e-07,77.33487900387084,2.570698072440229e-06,3.1321357589589437e-06,8.598453755984145e-11,8.014577548934321e-12,0.00031004741931233944,22.66479603096807,1.0862365985373481e-14,0.0
Harpenden and Berkhamsted,Hertfordshire,Eastern,7,7,5,False,1.175506314362527e-12,2.6196815824078427e-08,3.2548108790097685e-08,2.2995881087419626e-31,0.009374915492779457,1.1948140831358481e-23,99.99060979772528,3.890535642011812e-23,6.979136566653468e-12,1.1574468813587175e-08,1.5216454358345826e-05,0.0
Harrogate and Knaresborough,North Yorkshire,Yorkshire and the Humber,7,11,5,False,1.6237641990856145e-13,1.0971260581396334e-08,3.012054762697635e-06,4.342433268101305e-16,2.9248693390506234e-08,2.7790807036458705e-11,1.1700157499331227,2.6295945159364723e-12,3.374401823112615e-11,8.752777347750879e-07,98.82998032245007,0.0
Harrow East,London (Brent; Harrow),London,11,1,11,True,97.29073985385935,1.290997867763249e-15,8.035824238462797e-39,4.563466038846771e-116,2.7092601461407884,1.445232791191455e-137,9.217318807459022e-48,2.2753652385324292e-92,2.286794254707069e-22,3.492449893239488e-36,8.893092252983455e-176,0.0
Harrow West,London (Harrow),London,11,1,11,False,99.99835495214013,5.137638717705365e-12,1.4411154744802965e-30,1.182401746814087e-83,0.0016450478549037291,8.498824792471206e-121,6.082503800070906e-35,1.5049018295400688e-62,2.257978723052986e-16,1.086555969522697e-20,1.530012118099528e-141,0.0
Hartlepool,County Durham,North East,8,8,9,False,8.99907614734768e-09,2.0538176967247308e-07,8.984901072510127e-08,2.3402747288981402e-29,0.002236896276807995,7.899835182163509e-34,3.112489795188595e-15,99.99776279947173,2.1447136617286856e-11,1.4768409807151744e-16,2.2246730583664947e-48,0.0
Harwich and North Essex,Essex,Eastern,1,6,1,False,4.535814135343124e-10,4.4115031607129e-08,1.3161303663818906e-05,0.01175843139164776,9.935943475586532e-09,99.98257169287704,2.484935027632569e-14,5.156334785765457e-08,1.0057373251430557e-10,0.005656607607078982,6.519800796921833e-10,0.0
Hastings and Rye,East Sussex,South East,3,3,1,False,0.0023935626294858143,1.2993815459370357,95.58857198019989,2.3818763605111273,0.5499657715475839,1.568806831871093e-06,5.756544207098798e-08,0.002293808544639656,0.10665021624937793,0.06886512800871467,4.920338615250396e-22,0.0
Havant,Hampshire,South East,9,4,1,False,3.6112976154603266e-10,3.124882997831407e-08,1.916157984312835e-06,99.95318288464989,3.374881056373628e-09,0.041907230326435375,6.078913584150307e-13,3.4272827225107343e-08,1.8315808635092906e-10,0.004907899424218892,2.1753083444743562e-14,0.0
Hayes and Harlington,London (Hillingdon),London,11,1,11,False,99.99998199678208,1.8063747446896726e-09,7.143578569723274e-34,7.922720707712499e-101,1.800141139874799e-05,2.455381332353656e-112,1.6570438281295188e-47,4.4172130895196955e-63,2.50194697695046e-18,1.2848422042465715e-20,1.3295687253378997e-138,0.0
Hazel Grove,Greater Manchester,North West,7,7,5,False,4.45792191811367e-09,0.00026755577314211597,0.03070466542444966,1.7499718442372034e-05,4.105032988800241e-05,9.196670921117134e-05,76.91161979593323,5.5252332263259684e-05,3.839013161893151e-06,0.7017388497063716,22.355459520602082,0.0
Hemel Hempstead,Hertfordshire,Eastern,6,9,3,False,0.24095207419823905,0.054464743733069955,0.007778977910739413,3.0406243950008927,0.5751928433306474,2.5406136413339617e-11,1.085247524898633e-06,4.124928074427911e-05,96.08090189865622,4.273261650199774e-05,1.3203032708798405e-16,0.0
Hendon,London (Barnet),London,2,5,4,True,2.1999982500150816e-20,8.416016200898435e-13,7.550371457836594e-36,3.3629798748295243e-99,99.99999999999929,3.2260663207488433e-108,6.280020156599934e-52,9.73776427163703e-65,4.039956437113972e-21,1.3297584276672372e-51,3.6824907419530454e-110,0.0
Henley and Thame,Oxfordshire,South East,7,11,5,False,1.1220675691153732e-12,2.4359768783693157e-08,3.090398233187911e-07,1.8304951731965983e-20,2.983830342847951e-07,2.0103556260612844e-08,0.0012346154907937454,1.4167617039777107e-16,8.593466453056908e-11,1.7788653850843922e-06,99.99876295367062,0.0
Hereford and South Herefordshire,Herefordshire,West Midlands,1,6,1,False,1.3848181200102723e-08,6.456665735813946e-07,2.698564920842572e-05,0.734456668465947,6.507271055598718e-08,99.26344938477666,6.2908216942545386e-12,2.962012032130899e-05,1.5324940732381377e-08,0.0020365968093994024,4.259853281793819e-09,0.0
Herne Bay and Sandwich,Kent,South East,1,6,1,False,5.744727846662569e-08,3.4396330142557694e-06,4.331101998317188e-05,8.304870145529897,7.296502058299881e-07,91.17564010123121,6.638846377699366e-13,6.308918011398222e-06,3.896023525438814e-09,0.5194359025517681,1.2186082625776163e-10,0.0
Hertford and Stortford,Hertfordshire,Eastern,6,10,3,False,8.741978883388645e-08,4.84930504808659e-07,5.985038110480941e-05,1.222091978926201,1.5370314830496338e-06,0.008112058444436174,2.16164143534661e-08,2.917293990673116e-10,0.00010889320138481912,98.76962508769182,6.51418706250028e-11,0.0
Hertsmere,Hertfordshire,Eastern,6,5,4,True,1.6855980664855384e-33,2.642660434936889e-13,2.889587802462655e-47,3.0051323897575286e-121,100.0,9.920600231884129e-101,6.020129152370659e-64,1.1589916032563022e-74,2.6266027094166584e-33,3.9458915076195314e-69,4.6023372903877725e-115,0.0
Hexham,Northumberland; Tyne and Wear,North East,1,6,1,False,1.5173522190971628e-06,2.740277697541261e-05,0.20932986691179842,7.0742215001436876e-15,0.01615922422326805,99.77431570040848,4.4191610291257376e-16,2.6496208424420614e-06,1.2134060661215958e-07,0.00016351736125432616,4.4337220789590296e-12,0.0
Heywood and Middleton North,Greater Manchester,North West,8,2,8,False,0.00012167101208545772,99.57100638766063,0.0019813829853226523,4.0564792592211945e-06,0.12163854775562766,1.0838506976725289e-10,6.677091611266964e-07,0.00035844052922029396,0.021198818031679407,0.28369002772858287,5.295759338317338e-16,0.0
High Peak,Derbyshire,East Midlands,1,6,1,False,1.4437533441563933e-08,3.692078785152923e-05,1.7389708344958323,0.006987653515026611,3.1808966799910347e-06,93.2812692522227,1.2225841666900404e-09,1.5355876349717095,9.403620724243955e-07,3.4371435670835506,4.303319577636603e-12,0.0
Hinckley and Bosworth,Leicestershire,East Midlands,1,11,5,False,3.2800982323427326e-08,2.2798699459721074e-05,0.00563446535036293,0.3283890711515716,1.2573591158453074e-06,41.94851249090627,0.00023295922829966712,4.1002692897422484e-06,5.865341516403667e-08,7.9965224837684925,49.720680281812726,0.0
Hitchin,Bedfordshire; Hertfordshire,Eastern,6,10,1,False,1.561229234639993e-05,0.000510935551080945,1.714428826212763,0.006098791117213875,0.007398223383155,0.25536907166635137,2.759449588609748e-05,7.0865510471780394e-09,0.019453222037375352,97.99669770597215,1.0185165920372118e-08,0.0
Holborn and St Pancras,London (Camden),London,4,5,2,False,3.893418591919192e-06,0.0007401767297055097,1.6162984828031396e-14,3.396727394443776e-64,99.99925580131848,7.344613472692037e-97,1.060079975411397e-39,3.954004524463622e-36,1.2853341715653262e-07,3.9352402865165237e-22,9.121146180070878e-120,0.0
Honiton and Sidmouth,Devon,South West,7,5,5,False,2.0087562432922817e-16,1.6527469731970447e-06,9.369268271158909e-08,2.394081116653607e-50,99.99999825306675,1.4495811256319575e-20,2.89007960767189e-10,1.964812304391948e-22,9.346099144144672e-22,1.8398766511490962e-20,2.044908528748141e-10,0.0
Hornchurch and Upminster,London (Havering),London,9,10,3,False,3.5621797269545967e-06,1.4473938971466581e-05,1.7754644582682208e-08,0.055999135380795574,2.6017800210781547e-05,4.9533410954258324e-06,6.49099051599628e-11,1.2967650305668154e-15,2.787787452801995e-06,99.94394905174981,2.337666682569901e-12,0.0
Hornsey and Friern Barnet,London (Barnet; Haringey),London,2,9,2,False,4.3957484531910816e-05,1.1542330752161324e-06,0.0017737850604852507,2.1091407740791918e-17,0.01472600248173281,2.3379789836058948e-42,6.522681171928995e-11,2.5436256379339325e-15,99.98283093298335,0.0006241676915382589,9.213705030214633e-52,0.0
Horsham,West Sussex,South East,7,11,5,False,5.836701153030401e-13,1.4131087330833866e-08,2.2232466280194905e-06,3.630435309033195e-14,1.2425754115016916e-08,1.2156836159241329e-08,0.040182619934973955,7.189893840902191e-14,1.1884794720740716e-10,7.945321487395096e-05,99.9597356647703,0.0
Houghton and Sunderland South,Tyne and Wear,North East,8,8,9,False,7.582957053429692e-11,3.827832850111736e-08,3.056062440439979e-08,1.228946333454785e-15,8.264434297530337e-08,1.6131524686800373e-20,8.596807782604097e-14,99.99999984787226,1.186219638965968e-10,4.4981837118072115e-10,2.6002867923645266e-36,0.0
Hove and Portslade,East Sussex,South East,3,3,7,False,1.2238021936869085e-05,0.0003969043854076482,99.94032664366523,1.1649308860155658e-08,0.0014580521158647204,7.788428492335913e-21,1.492609255395203e-10,1.072418947759751e-05,0.011986048338578316,0.04580937748499623,7.695645495455708e-42,0.0
Huddersfield,West Yorkshire,Yorkshire and the Humber,10,5,7,False,7.150709378841781e-11,10.421884668831211,2.3595236198096464e-07,7.768382984888467e-38,89.57810815315204,1.9068476851345972e-45,1.8756819863540928e-23,2.1332580906406852e-14,6.941993187637085e-06,1.8624574275296012e-17,7.534280027441193e-55,0.0
Huntingdon,Cambridgeshire,Eastern,1,6,1,False,4.1172284634103175e-08,3.570271269449699e-06,0.0002578267760629074,2.0502395328097998,2.419322173090245e-07,97.82977591653177,3.9071750613322076e-10,1.0194192115272002e-07,3.9561498363008277e-07,0.11972231332619986,5.9232696175522605e-08,0.0
Hyndburn,Lancashire,North West,8,2,8,False,5.730929489726584e-07,99.6954271114572,0.004400742871111708,9.237854476223727e-10,0.08872326101297795,5.5081812842255825e-12,5.713852759673974e-10,0.12056300742763373,0.0005082786704175879,0.09037702396686123,1.4022403205379848e-21,0.0
Ilford North,London (Redbridge),London,5,2,6,True,0.06377097780211193,89.57389259895471,4.722013735246028e-13,4.406985421052886e-62,10.362336418807196,6.760783366332663e-90,1.966724125665812e-28,2.5024377377546103e-60,4.435552818657514e-09,1.071132286983392e-18,1.891825021926988e-121,0.0
Ilford South,London (Barking and Dagenham; Redbridge),London,5,2,6,True,0.0001646222365582197,99.9816826977096,3.117637265969241e-13,5.244770826375793e-68,0.01815267956465975,1.744118602162909e-109,1.459420604712899e-29,5.7094841567784886e-58,4.887831635687276e-10,4.148239861516247e-18,2.76131540775392e-126,0.0
Ipswich,Suffolk,Eastern,3,4,3,False,2.346365164531244e-06,1.5908297212934996e-05,0.0027255884428869542,99.64351986986459,4.2214867933235834e-07,1.0025583494107974e-09,3.164047105729525e-08,0.0003777742656711156,0.0008288687261042517,0.35252918924663346,2.091614163911501e-19,0.0
Isle of Wight East,Isle of Wight,South East,1,5,1,False,9.63660119973503e-09,6.419342670853838e-05,0.00013690309714852305,1.921406878003939e-24,99.99979888005345,3.573707303802912e-10,4.3462278760693185e-21,1.3428925557853558e-08,5.047733024157865e-15,3.842259779841146e-16,4.5381311944106926e-26,0.0
Isle of Wight West,Isle of Wight,South East,1,5,1,False,2.7643454319586983e-13,0.0007553851536137539,2.7004001874554157e-06,1.0969556831247533e-22,99.99924191402278,4.660222825370096e-11,1.4169424408454797e-22,3.768575859524555e-10,3.5480888610831114e-15,2.0866784259850034e-26,3.5300072188570255e-28,0.0
Islington North,London (Islington),London,4,9,2,False,3.883115740723071e-05,0.0010948703763795794,0.0013899559915789503,8.347401824234186e-27,1.974018245419028,6.302505591471637e-55,5.364811830255406e-14,1.966923389970582e-14,98.02345807275866,2.4296726786696634e-08,4.457601169363712e-67,0.0
Islington South and Finsbury,London (Hackney; Islington),London,4,9,2,False,0.00043709101645579996,5.438559937957455e-07,0.00028238911058372097,2.665924764491562e-26,0.0048060588538588545,6.647239995432709e-65,1.0956865141355958e-18,1.9958217425451928e-18,99.99447381295725,1.042057146667545e-07,2.752913247520794e-92,0.0
Jarrow and Gateshead East,Tyne and Wear,North East,8,8,9,False,5.210624982189784e-09,4.029893374333374e-06,4.446201002577435e-05,1.9373896773463163e-14,1.5200635601283399e-05,3.080990197584537e-20,2.7596914586955637e-12,99.99993619530488,1.5818935066140333e-08,9.112393931533355e-08,7.7668217313627e-41,0.0
Keighley and Ilkley,West Yorkshire,Yorkshire and the Humber,6,2,8,False,4.907098429157969e-06,67.57424713718889,6.367802188462394,1.406060616143679e-06,0.0300365962937977,0.0033381062691249987,2.7621051262144215e-07,4.8935634080469816e-05,0.0008729647563199259,26.0236474814915,5.342482039731279e-10,0.0
Kenilworth and Southam,Warwickshire,West Midlands,1,6,5,False,2.2934883861384378e-08,1.1365774967806353e-05,0.007489044888573718,3.061474325228598e-07,1.1513913518147342e-05,92.12940563765001,6.200150792614595e-07,4.9095846608687485e-09,2.2616451393322392e-07,7.793388650781044,0.06969260682049098,0.0
Kensington and Bayswater,London (Kensington and Chelsea; Westminster),London,2,5,4,True,6.054394536929854e-17,1.7613435403837065e-27,1.5475079605813683e-53,1.2696686079184447e-124,100.0,2.8772909559915963e-148,4.0525204629808703e-63,1.5219874358667712e-99,8.294782809238301e-36,5.146629002447699e-67,1.5731027062934646e-160,0.0
Kettering,Northamptonshire,East Midlands,9,4,1,False,1.2211234549838287e-05,0.0010063454026085063,0.02377945014180619,99.78031584722385,0.00014684907799344664,0.0014642967915065401,1.7839679842431607e-10,8.242911588463626e-07,3.157479993729564e-05,0.19324260085815764,2.9063460531767696e-15,0.0
Kingston and Surbiton,London (Kingston upon Thames),London,2,7,5,False,2.862498125195876e-09,2.5381238147961385e-09,4.967121920489689e-06,1.2898688668438284e-18,7.446749125882965e-06,9.477082228848093e-30,99.99998380450765,1.8285434271851058e-15,8.551076364635173e-07,2.9211132040562213e-06,9.740961547052847e-17,0.0
Kingston upon Hull East,East Riding of Yorkshire,Yorkshire and the Humber,8,8,9,False,1.5876586422576437e-07,1.565105864142735e-05,7.24708778728977e-08,4.350463171021572e-20,0.0027646599377717305,4.581720937497716e-33,6.677319884393515e-14,99.99721939104525,6.672135233227811e-08,5.808050525092812e-14,5.769008513631679e-52,0.0
Kingston upon Hull North and Cottingham,East Riding of Yorkshire,Yorkshire and the Humber,8,8,9,False,3.3744163751482545e-07,0.000954240320760759,0.6879767773444052,4.746974441019779e-08,6.915308005359023e-05,1.6596230353703785e-20,7.029993896107286e-08,99.3109450297521,5.366974996611967e-05,6.745415015452994e-07,4.763384135047168e-36,0.0
Kingston upon Hull West and Haltemprice,East Riding of Yorkshire,Yorkshire and the Humber,8,8,9,False,2.0426015194234638e-07,3.915662345792712e-06,3.929017391161258e-05,3.849834505927987e-06,1.9257107257764403e-06,8.707872538977778e-16,2.762506894204018e-09,99.99994372737666,7.809069683815104e-07,6.303312148198236e-06,3.2256065917318015e-29,0.0
Kingswinford and South Staffordshire,Staffordshire; West Midlands,West Midlands,1,6,1,False,2.512582932716239e-08,7.40789985116038e-06,1.4619240175621069e-06,0.000966448242685587,5.301480460609016e-07,98.18535336115897,2.822202857013299e-14,6.304209098711074e-11,2.449752509537312e-09,1.8136707528376146,1.0150158523304728e-08,0.0
Knowsley,Merseyside,North West,8,8,9,False,2.3265984076127673e-11,5.6948580758440115e-06,0.0018924221899246085,3.1209112938830967e-27,0.00013088475762703964,7.089781480023231e-23,3.758453866141821e-16,99.99797092453963,6.955028227475642e-08,4.081052188428196e-09,3.5655719030204325e-40,0.0
Lancaster and Wyre,Lancashire,North West,3,3,7,False,9.623210501087514e-07,0.00014878016799553593,99.96598524655143,2.5358352326973647e-05,0.00010396012355728879,2.4620463480114022e-06,1.2461944022224191e-12,0.010063448957625728,5.033889000443693e-07,0.023669278089649408,1.051803953312463e-27,0.0
Leeds Central and Headingley,West Yorkshire,Yorkshire and the Humber,4,5,2,False,8.531767353822742e-11,1.0907954183590525e-10,0.000622439551267899,5.393590086222123e-77,99.99937756025426,7.232145812876233e-114,2.7035204157343444e-38,3.528365771053355e-44,1.908326478393667e-16,2.139863815573439e-31,3.063865189663329e-167,0.0
Leeds East,West Yorkshire,Yorkshire and the Humber,10,10,8,False,1.9100488002663832e-05,0.010715310398332543,0.006911420706412753,0.4182776671139526,6.1485191598188515e-06,5.50799698671806e-12,6.77823022981368e-08,0.008399066082141131,0.08108396429829413,99.47458725460605,2.8190705922689124e-18,0.0
Leeds North East,West Yorkshire,Yorkshire and the Humber,6,3,3,False,0.00033089882050836783,0.10977486645430115,96.48028446113715,3.144226902225126e-14,0.13511626661040196,1.1467351752259685e-25,9.193063590202208e-09,3.737430571030457e-08,0.2497623262849856,3.024731134125233,7.767162697017064e-28,0.0
Leeds North West,West Yorkshire,Yorkshire and the Humber,6,10,1,False,1.1321522977826117e-08,2.5310621740622575e-05,5.755949981770677,5.663746159784961e-05,2.7334512741345638e-05,2.1167010271877778,5.485909657437804e-06,0.0008364762767823315,3.1790319632558965e-05,92.12636568586197,2.5875586473202144e-07,0.0
Leeds South,West Yorkshire,Yorkshire and the Humber,10,3,7,False,7.822061327394624e-07,5.938630272116799,93.96526980429599,3.2781168601555966e-22,0.09434151554421946,8.044436376287585e-42,1.2684965682495883e-11,4.378023113703552e-08,0.0017572991104247216,2.82933623326687e-07,8.866069757347937e-51,0.0
Leeds South West and Morley,West Yorkshire,Yorkshire and the Humber,9,4,1,False,6.461127608709683e-07,5.037570094680693e-05,0.009498782984537293,64.71237460927482,2.5143156686779117e-06,0.0010480877140496417,4.4107812227886765e-09,0.0009132543191759945,3.88269289097428e-06,35.276107842474325,2.6842384551005448e-14,0.0
Leeds West and Pudsey,West Yorkshire,Yorkshire and the Humber,3,10,8,False,7.910701387760224e-06,0.00395072029246492,3.4220178111648014,4.097791118807982,1.3344156942673714e-05,1.9990236839251505e-08,6.412557775512411e-07,0.12862436225836998,0.01010245427980371,92.33749161709231,1.484567390445817e-18,0.0
Leicester East,Leicestershire,East Midlands,11,1,11,True,99.94990925593237,1.035336547128899e-16,2.762137736256113e-86,2.5348402537865165e-278,0.050090744067397795,2.2474949125121685e-264,3.1910531978639978e-115,2.2050569376761425e-177,1.379745338310135e-52,2.7989509346456602e-74,0.0,0.0
Leicester South,Leicestershire,East Midlands,11,5,6,False,0.08241967157969148,45.16253741931075,1.569519673349314e-05,3.9146484197471316e-57,54.755027211161114,3.192313170130736e-76,1.6677396321695978e-21,1.805561859301696e-26,1.3730856485596817e-12,2.7505776974700213e-09,1.1250430304926013e-73,0.0
Leicester West,Leicestershire,East Midlands,10,1,8,False,86.19956205830584,0.4217849176722811,0.08016525494221143,1.1126518298839251e-15,0.10894845019353896,1.4576075966874758e-33,4.459970292237616e-10,1.101516968298344e-06,0.38124303500436274,12.808295181918778,3.6350025143230035e-36,0.0
Leigh and Atherton,Greater Manchester,North West,8,8,9,False,1.298530821315644e-06,0.0020025410728617323,0.005882233267453269,1.0977638116413935,0.0001849000290882769,1.8736100013739076e-06,5.75005905358229e-08,86.63022626303153,8.008297638685647e-05,12.263856938339897,1.9388967938819128e-19,0.0
Lewes,East Sussex,South East,7,11,5,False,2.0269131434499265e-13,5.9504630025383814e-08,1.3490851360036256e-05,3.761602684530309e-17,5.927046852969306e-07,7.080712885834892e-11,0.4250137634566021,1.9646310567590585e-12,1.8299184519906952e-12,1.2759559868563064e-08,99.57497208064831,0.0
Lewisham East,London (Lewisham),London,4,9,2,False,1.0169321505578708e-05,8.660673878014359e-10,3.366498785097405e-09,6.533435249020968e-29,4.0820767293848865e-05,6.080672913633452e-48,6.797717983420517e-20,1.1719876479350563e-21,99.9999489973297,8.34910126580985e-09,9.35470835382857e-53,0.0
Lewisham North,London (Lewisham),London,4,9,2,False,1.1313823521425555e-05,1.3919178302143216e-09,2.2778397061915816e-07,2.9763552711996846e-41,0.0004275822528121805,2.6608197327632334e-79,1.3075344424303196e-24,4.8760841282511724e-29,99.99956087474682,9.905099433310562e-13,4.340422891767357e-104,0.0
Lewisham West and East Dulwich,London (Lewisham; Southwark),London,4,9,2,False,0.00012883485236913088,8.061805595389514e-09,0.000561618216068551,8.729368599033693e-22,0.0017857646668501684,2.5085541566578987e-45,1.2321146073248236e-14,9.652063795697087e-20,99.9974690026307,5.477157233048968e-05,1.2644065384699325e-61,0.0
Leyton and Wanstead,London (Redbridge; Waltham Forest),London,4,9,2,False,0.0023057511084988475,0.8076519575232527,0.004783369131712602,4.4642598355987604e-17,0.012508096874573027,3.187836412595414e-41,1.6441326802217092e-12,2.0821459403121995e-14,97.80782482011846,1.3649260052418928,3.763247126688911e-41,0.0
Lichfield,Staffordshire,West Midlands,1,6,1,False,1.0170829240832606e-09,3.2353194604145115e-07,4.113454139979411e-06,0.054255453438011435,2.0147916068473653e-08,98.14154286272387,2.3595471075118973e-12,9.764873247159622e-09,6.145817875880688e-09,1.8041971949221685,1.4851785145776325e-08,0.0
